"Quotation Report - Date : January-28, 2026 11:00 AM",,,,,,,,,,,,,
No,Number,Company,Date,Type,Client,Project Name,Description,Material,Material Code,Quo. Value,Cur.,MVL Contact,Status
10834,Q-1005-V6832,MICRON,14 Jun 2015,IQ,Baku E.S.,BESL-MR2899SD2,"10T Jack, 5T Jack And 8T Jack",Building Materials,Various,3836,USD,Marman I.,Quotation
10835,RFQ-573-E6804,MACRO,14 Jun 2015,RFQ,Jubaili B.L.,Delaram Fit Out Supply Of FUEL LEVEL GAUGE FOR FUEL TANK (AFRISO EUROGAUGE),FUEL LEVEL GAUGE FOR FUEL TANK (AFRISO EUROGAUGE),Electrical,Electrical,5520,USD, ,Order
10836,Q-1005-V6827,MICRON,14 Jun 2015,IQ,Baku E.S.,"BESL-MR4829 Drilling Machine, Hole Cutter And Pilot Pins","Drilling Machine, Hole Cutter And Pilot Pins",Building Materials,Various,12060,USD,Marman I.,Quotation
10837,Q-615-C6000,MICRON,14 Jun 2015,IQ,Primeseal I.A.,Prime,Lapolla Polyurethane Foam,Polyurethane Foam,Chemicals,5900,AED, ,Quotation
10838,Q-1005-V6826,MICRON,11 Jun 2015,IQ,Baku E.S.,BESL,Manhole Covers,Building Materials,Various,5430.1,USD,Hamza M.,Quotation
10839,RFQ-982-S9075,MACRO,10 Jun 2015,RFQ,S&b I.L.,"MFNDU - SUBCONTRACT - S&B Infrastructure, LTD.  W5J9JE-15-C-0004","SUBCONTRACT - S&B Infrastructure, LTD. -EXHIBIT D: S&BI COSTS - W5J9JE-15-C-0004",Subcontract,Services,329388,USD,Cecil R.,Order
10840,Q-1005-V6824,MICRON,10 Jun 2015,IQ,Faizi M.C.,Khas Khunar Project-W912ER-11-D-0013-0003- [SUPPLY OF TESTING EQUIPMENT- FLUKE 1550C],Testing Equipment - Fluke 1550C,Building Materials,Various,3800,USD,Ferdinand R.,Order
10841,Q-615-T1000,MICRON,09 Jun 2015,IQ,Baku E.S.,BESL - PO - BESL-0214.2015 - SUPPLY OF SCHMERSAL [LIMIT SWITCH],Schmersal - Z4VH 335-11z (Limit Switch),Tools,Tools,1300,USD,Tamraz M.,Order
10842,RFQ-573-V4254,MACRO,09 Jun 2015,RFQ,Cala L.S.,Delaram Fit Out_Supply Of PL 9 : HALIDE BULB AS PER ATTACHED,PL 9 : HALIDE BULB AS PER ATTACHED,Building Materials,Various,124,USD, ,Order
10843,Q-1005-V6823,MICRON,09 Jun 2015,IQ,Abdul K.C.,AKCC : 60 NOS OF GFCI RECEPTACLE P/N 70225-10HGD,GFCI RECEPTACLE P/N 70225-10HGD,Building Materials,Various,12914.4,USD,Marman I.,Quotation
10844,Q-637-S9076,MACRO,09 Jun 2015,RFQ,Abdul K.C.,MOI NPCC - (ORD637-714-2003-C),Change Order ORD637-714-2003-C - KN028 ?  De-Scope Elevators In NPCC,Subcontract,Services,0,USD,Marty A.M.,Order
10845,Q-1005-M6807,MICRON,08 Jun 2015,IQ,Baku E.S.,BESL 4751: SUPPLY OF Bosch Laser Meter GLM250 WITH CALIBRATION CERTIFICATE,Bosch Laser Meter GLM250 WITH CALIBRATION CERTIFICATE,Mechanical Items,Mechanical,2975,USD,Marman I.,Quotation
10846,Q-1005-V6820,MICRON,08 Jun 2015,IQ,Baku E.S.,BESL-MR2765,M10 Plastic Washer And Plastic Ring,Building Materials,Various,900,USD,Raquel I.,Quotation
10847,Q-1005-V6819,MICRON,07 Jun 2015,IQ,Baku E.S.,BESL PO 0263.2015 - GRAY DUCTING TAPE - 24MM,BESL PO 0263.2015 - GRAY DUCTING TAPE - 24MM,Building Materials,Various,2175,USD,Maricar I.,Order
10848,RFQ-982-1746,MACRO,07 Jun 2015,RFQ,World G.E.,MFNDU: WORLD GATE LSA SUBCONTRACT,SUBCONTRACT - WORLD GATE,Subcontract,Services,535998,USD, ,Order
10849,RFQ-573-S9051,MACRO,07 Jun 2015,RFQ,Ferooz F.S.,Delaram Fit Out_Supply Of PETROL FOR FINAL PL ANA FUEL DISPENSER,PETROL FOR FINAL PL ANA FUEL DISPENSER,LSA - Life Support Area,Services,2375,USD, ,Order
10850,Q-1005-V6817,MICRON,07 Jun 2015,IQ,Baku E.S.,BESL-MR2855,Wizard Pipe Wrap And Drain Rod,Building Materials,Various,2128,USD,Hamza M.,Quotation
10851,RFQ-781-S9032,MACRO,04 Jun 2015,RFQ,Honeywell I.M.,Al Dhafra - ADDITIONAL MATERIALS REQUIREMENT  - Honeywell International Middle East Ltd,ADDITIONAL MATERIALS REQUIREMENT,Construction,Services,377880,AED, ,Order
10852,Q-1005-E6802,MICRON,04 Jun 2015,IQ,Abdul K.C.,NPCC Project - Supply Of Automatic Transfer Switch / By-Pass Isolation Switch (GE),Automatic Transfer Switch / By-Pass Isolation Switch (GE),Electrical,Electrical,68500,USD,Maricar I.,Order
10853,RFQ-573-V4253,MACRO,04 Jun 2015,RFQ,Al M.H.,Delaram Fit Out_Supply Of Door Closer For Aluminum Door. KALE BRAND MODEL NO. KD-002/30-330,PL 9 - Door Closer For Aluminum Door. KALE BRAND MODEL NO. KD-002/30-330,Building Materials,Various,528,AED, ,Order
10854,RFQ-573-E6803,MACRO,03 Jun 2015,RFQ,Haji G.S.,Delaram Fit Out_Supply Of PL 9 : ADDITIONAL ELECTRICAL MATERIALS,PL 9 : ADDITIONAL ELECTRICAL MATERIALS,Electrical,Electrical,1500,USD, ,Order
10855,RFQ-573-A5203,MACRO,03 Jun 2015,RFQ,Cala L.S.,Delaram Fit Out_Supply Of PL 9 : DOOR STOPPER (HALF MOON),PL 9 : DOOR STOPPER (HALF MOON),Doors,Architectural,230,USD, ,Order
10856,RFQ-566-E6801,MACRO,03 Jun 2015,RFQ,Sgs G.L.,ND/Q-134/DB15 INSPECTION OF POWER TRANSFORMERS IN PAKISTAN,IND/Q-134/DB15 INSPECTION OF POWER TRANSFORMERS IN PAKISTAN,Electrical,Electrical,700,USD, ,Order
10857,Q-1005-M4109,MICRON,02 Jun 2015,IQ,Faizi M.C.,Khas Khunar Project - W912ER-11-D-0013-0003 [SUPPLY OF SPARE PARTS UNIT HEATERS (BLOWER AND ELEMENT)],FMCC- SUPPLY OF SPARE PARTS UNIT HEATERS (BLOWER AND ELEMENT),Mechanical Items,Mechanical,197.35,USD, ,Order
10858,Q-1005-M4107,MICRON,02 Jun 2015,IQ,Sabawoon S.C.,Khas Khunar Project : W912ER-11-D-0013-0003 [SUPPLY OF UNIT HEATERS SPARE PARTS],SSCC- SUPPLY OF SPARE PARTS UNIT HEATERS (BLOWER AND ELEMENT),Mechanical Items,Mechanical,11365,USD, ,Order
10859,Q-1005-M4106,MICRON,02 Jun 2015,IQ,Redland C.C.,Khas Khunar Project : W912ER-11-D0013-0003 - SUPPLY OF UNIT HEATERS SPARE PARTS (BLOWER AND ELEMENT),REDLAND - SUPPLY OF SPARE PARTS UNIT HEATERS (BLOWER AND ELEMENT),Mechanical Items,Mechanical,9565.3,USD, ,Order
10860,Q-1005-M4105,MICRON,02 Jun 2015,IQ,Abdul K.C.,Khas Khunar Project : W912ER-11-D0013-0003- SUPPLY OF UNIT HEATERS SPARE PARTS (BLOWER AND ELEMENT),AKCC - SUPPLY OF SPARE PARTS UNIT HEATERS (BLOWER AND ELEMENT),Mechanical Items,Mechanical,7500.9,USD, ,Order
10861,Q-1005-V6815,MICRON,02 Jun 2015,IQ,Baku E.S.,BESL- MR4560,Elcometer And Test Stand,Building Materials,Various,3894,USD,Hamza M.,Quotation
10862,Q-1005-V6814,MICRON,02 Jun 2015,IQ,Baku E.S.,BESL- MR2708,Lincolin Invertec And Lincolin Torch,Building Materials,Various,51900,USD,Raquel I.,Quotation
10863,RFQ-573-V4252,MACRO,02 Jun 2015,RFQ,Cala L.S.,Delaram Fit Out_Supply Of GLASS PANEL (1200MM*800*10MM THICK WITH ALUMINUM FRAME) AND FUEL GAUGE (10000 US GALLONS),GLASS PANEL (1200MM*800*10MM THICK WITH ALUMINUM FRAME) AND FUEL GAUGE (10000 US GALLONS),Building Materials,Various,545,USD, ,Order
10864,Q-615-V4252,MICRON,02 Jun 2015,IQ,Baku E.S.,BESL- MR4553,Industrial Plug And Industrial Socket,Building Materials,Various,16527,USD,Marman I.,Quotation
10865,Q-1005-V6812,MICRON,02 Jun 2015,IQ,Baku E.S.,BESL- MR4138,Twine Rope For Fitting Bags-MR 4138,Building Materials,Various,1275,USD,Raquel I.,Quotation
10866,Q-1005-V6810,MICRON,01 Jun 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD -  MR 343 - Hydrotest Drying Components - FLANGE,MR 343 - Hydrotest Drying Components - FLANGE,Building Materials,Various,5758,USD,Marman I.,Quotation
10867,Q-1005-A5302,MICRON,31 May 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD -  FIRE RETARDANT VARNISH NATIONAL,FIRE RETARDANT VARNISH NATIONAL,Paints,Architectural,17528,USD,Marman I.,Quotation
10868,Q-1005-V6809,MICRON,28 May 2015,IQ,Redland C.C.,Khas Khunar Project : Exhaust Fan,K2 - REDLAND - Q-1005-V6809 [Quotation For Sidewall Direct Drive Exhaust Fan],Building Materials,Various,5900,USD, ,Quotation
10869,Q-1005-V6808,MICRON,28 May 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD - Supply Of MR 2766 - MOLYKOTE BR2 PLUS,MR 2766 - MOLYKOTE BR2 PLUS,Building Materials,Various,600,USD,Marman I.,Quotation
10870,RFQ-573-V4352,MACRO,28 May 2015,RFQ,Elia T.C.,Delaram Fit Out_Supply Of WARRANTY MANAGEMENT PLAN TRANSLATION TO DARI AND PASHTO,WARRANTY MANAGEMENT PLAN TRANSLATION TO DARI AND PASHTO,Misc.,Various,700,USD, ,Order
10871,Q-1005-E6801,MICRON,27 May 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD - Supply Of EMERGENCY LIGHTING LUMINARY  HALOGEN LAMP - TETRA 2 - AA2207-AA2Y,EMERGENCY LIGHTING LUMINARY  HALOGEN LAMP - TETRA 2 - AA2207-AA2Y,Electrical,Electrical,6250,USD,Marman I.,Order
10872,RFQ-982-1592A,MACRO,27 May 2015,RFQ,Macec -.M.,MFNDU - SUBCONTRACTS - MACEC,SUBCONTRACTS - MACEC,,,16063608,USD,Cecil R.,Order
10873,Q-1005-A5351,MICRON,26 May 2015,IQ,Abdul K.C.,Khas Kunar Fit Out : Supply Of SS Mirror,SS MIRROR - 60CM X 90CM,Sanitary and Toilet Accessories,Architectural,13200,USD,Maricar I.,Order
10874,RFQ-573-E6802,MACRO,26 May 2015,RFQ,Ikizler A.A.,Delaram Fit Out_Supply Of SPARES-ADDITIONAL IKIZZLER EXIT SIGN,SPARES-ADDITIONAL IKIZZLER EXIT SIGN,Electrical,Electrical,397,EURO, ,Order
10875,Q-1005-M4104,MICRON,25 May 2015,IQ,Merit E.C.,Khas Kunar Fit Out_Supply Of Expansion Tank,EXPANSION TANK - HIDROTANK BRAND,Mechanical Items,Mechanical,2110,USD,Maricar I.,Order
10876,RFQ-573-M4101,MACRO,25 May 2015,RFQ,Technical I.S.,"Delaram Fit Out_Supply Of SPARES - SPB-2020, F&F Fenner V-belt","SPARES - SPB-2020, F&F Fenner V-belt",Mechanical Items,Mechanical,850,AED, ,Order
10877,RFQ-573-E6801,MACRO,25 May 2015,RFQ,Aw R.L.,Delaram Fit Out_Supply Of ADDITIONAL SPARES INCANDESCENT ONE PIECE WITH APPROVED LENS STABILIZED HIGH IMPACT POLY CARBONATE 70W ( C ),ADDITIONAL SPARES INCANDESCENT ONE PIECE WITH APPROVED LENS STABILIZED HIGH IMPACT POLY CARBONATE 70W ( C ),Electrical,Electrical,2465,AED, ,Order
10878,RFQ-573-A5201,MACRO,25 May 2015,RFQ,Consort A.H.,Delaram Fit Out_Supply Of ADDITIONAL SPARES HINGES,ADDITIONAL SPARES HINGES,Doors,Architectural,680,AED, ,Order
10879,RFQ-573-V4251,MACRO,25 May 2015,RFQ,United C.&.,Delaram Fit Out_Supply Of ADDITIONAL SPARES PLUMBING,ADDITIONAL SPARES PLUMBING,Building Materials,Various,208.1,USD, ,Order
10880,Q-1005-F7002,MICRON,24 May 2015,IQ,Ascorp C.L.,Ascorp Holdings-Abu Dhabi,DC315thermal Barrier And Lapolla Polyurethane Foam,Firestop/ DC 315,Fire,833457,USD, ,Quotation
10881,Q-1005-P4252,MICRON,24 May 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD - Supply Of 3M Earplug,5000 PAIRS 3M EAR PLUG (3M-1110) (10 BOX X 500PAIRS/BOX),PPE,Protection,1050,USD,Marman I.,Order
10882,RFQ-781-S9073,MACRO,21 May 2015,RFQ,Galaxy A.G.,Fit Out Dhafra - Manpower - Safety Officer And Quantity Surveyor,Manpower - Safety Officer And Quantity Surveyor,Subcontract,Services,55000,AED, ,Order
10883,RFQ-573-S9031,MACRO,21 May 2015,RFQ,Kamal B.C.,Delaram Fit Out_Supply Of WWTP GRADING AND LEGACY BUILDING SITE GRADING,WWTP GRADING AND LEGACY BUILDING SITE GRADING,Construction,Services,6000,USD, ,Order
10884,Q-1005-F7001,MICRON,21 May 2015,IQ,Road a.R.,RRCC - Supply Of 75 Gallons Of DC 315,75 Gallons (15 Bucket) Of DC315 Thermal Barrier,Firestop/ DC 315,Fire,4500,USD, ,Order
10885,RFQ-637-S9074,MACRO,21 May 2015,RFQ,Mainawal R.,MOI NPCC Fit Out_Change Order 637-714-2001-D : CONSTRUCTION OF KN019 - Perimeter Wall For Expanded Security,Change Order 637-714-2001-D : R 00020 CONSTRUCTION OF KN019 - Perimeter Wall For Expanded Security,Subcontract,Services,1115.91,USD, ,Order
10886,Q-515-L4000,MICRON,20 May 2015,IQ,Desa I.,SEA FREIGHT FROM SHANGHAI TO JEBEL ALI,SEA FREIGHT FROM SHANGHAI TO JEBEL ALI,Transportation,Logistics,282.5,USD,Tamraz M.,Order
10887,RFQ-982-1590B,MACRO,20 May 2015,RFQ,Tatekan C.a.,MFNDU - SUBCONTRACTS - TATEKAN,SUBCONTRACTS - TATEKAN,Subcontract,Services,9491023,USD, ,Cancled
10888,Q-1005-V6806,MICRON,19 May 2015,IQ,Merit E.C.,Khaskunar Project : W912ER - 11 - D0013 0003 [SUPPLY OF UNIT HEATERS AND SPARE PARTS],Supply Of Dimplex Unit Heaters And Spares,Mechanical Items,Mechanical,7523.45,USD, ,Order
10889,RFQ-982-1614A,MACRO,19 May 2015,RFQ,Yarash C.L.,MFNDU - SUBCONTRACT - YARASH,SUBCONTRACT - YARASH,Subcontract,Services,14764083,USD, ,Order
10890,RFQ-573-E6800,MACRO,18 May 2015,RFQ,Haji G.S.,Delaram Fit Out Supply Of SEARCH LIGHT HANDLE 210 CM WITHOUT INSATALLATION - RFI - 0086,SEARCH LIGHT HANDLE 210 CM WITHOUT INSATALLATION - RFI - 0086,Electrical,Electrical,3660,USD, ,Order
10891,Q-1005-S9032,MICRON,18 May 2015,IQ,Sohail M.C.,Delaram Project : SMCC - VARIOUS MATERIALS,VARIOUS MATERIALS,Construction,Services,1112.5,USD, ,Order
10892,RFQ-497-V4252,MACRO,17 May 2015,RFQ,Haven F.&.,Delaram Fit Out_Supply Of 2 Loop Analogue Addressable Fire Protection And Alarm Panel - Extended Battery Cabinet,2 Loop Analogue Addressable Fire Protection And Alarm Panel - Extended Battery Cabinet,Building Materials,Various,19000,AED, ,Order
10893,RFQ-497-A5352,MACRO,17 May 2015,RFQ,Junaid S.E.,Delaram Fit Out_Supply Of JOMIX LION SERIES CP SINK MIXER - WALL MOUNTED LONG NECK L 6012 Pl # 8,JOMIX LION SERIES CP SINK MIXER - WALL MOUNTED LONG NECK L 6012 Pl # 8,Sanitary and Toilet Accessories,Architectural,1920,AED, ,Order
10894,RFQ-982-S9072,MACRO,14 May 2015,RFQ,Truth l.E.,MFNDU - SUBCONTRACT - Truth Land Engineering Services,SUBCONTRACT - Truth Land Engineering Services,Subcontract,Services,57230,USD, ,Order
10895,RFQ-637-9073,MACRO,13 May 2015,RFQ,World G.E.,MOl-NPCC Fit Out_Change Order 637-714-2004-D : West ECP Descope (ORD637-714-2004-D),Change Order 637-714-2004-D : West ECP Descope,Fit Out Project,Architectural,2667.6,USD, ,Order
10896,RFQ-573-V4351,MACRO,13 May 2015,RFQ,Falcon E.L.,Delaram Fit Out_Supply FUELS FOR DELARAM TURNOVER,FUELS FOR DELARAM TURNOVER,Misc.,Various,123998,USD, ,Order
10897,RFQ-497-E6801,MACRO,13 May 2015,RFQ,Haji G.S.,Delaram Fit Out_Supply Of PL 8 CIRCUIT BREAKER ABB BRAND 225 AMPS AND 100 AMPS,PL 8 CIRCUIT BREAKER ABB BRAND 225 AMPS AND 100 AMPS,Electrical,Electrical,295,USD, ,Order
10898,RFQ-982-S9071,MACRO,13 May 2015,RFQ,Team f.R.,MFNDU - SUBCONTRACT - TEAM FOR RISK MANAGEMENT,SUBCONTRACT - TEAM FOR RISK MANAGEMENT,Subcontract,Services,874937.62,USD, ,Order
10899,Q-1005-V6804,MICRON,13 May 2015,IQ,Kamal b.C.,Delaram Fit Out - KBCC - Supply Of Door Closer For Aluminum Door,Door Closer For Aluminum Door,Building Materials,Various,2850,USD,Maricar I.,Order
10900,RFQ-497-V4251,MACRO,13 May 2015,RFQ,Cala L.S.,Delaram Fit Out_Supply Of VISON GLASS WITH GEORGIAN WIRE 95CM*60CM 6 MM THICK TEMPERED CLEAR GLASS WITH METAL FRAME,VISON GLASS WITH GEORGIAN WIRE 95CM*60CM 6 MM THICK TEMPERED CLEAR GLASS WITH METAL FRAME,Building Materials,Various,1050,USD, ,Order
10901,RFQ-497-E6800,MACRO,12 May 2015,RFQ,Haji G.S.,Delaram Fit Out_Supply Of METAL HALIDE FOR CANOPY LIGHT 170 WATTS,METAL HALIDE FOR CANOPY LIGHT 170 WATTS,Electrical,Electrical,80,USD, ,Order
10902,Q-1005-M4102,MICRON,12 May 2015,IQ,Fox L.a.,MOI-NPCC Fit Out_Supply Of AC UNITS - WALL MOUNTED SPLIT TYPE MITSUBISHI BRAND - NPCC-MOL-0790& 0790A,AC UNITS - WALL MOUNTED SPLIT TYPE MITSUBISHI BRAND - NPCC-MOL-0790& 0790A,Mechanical Items,Mechanical,73347.91,USD,Maricar I.,Order
10903,Q-1005-S9031,MICRON,11 May 2015,IQ,Abdul K.C.,Khas Khunar Fit Out _Supply Of EXPANSION TANK,EXPANSION TANK - HIDROTANK BRAND,Construction,Services,4520,USD,Maricar I.,Order
10904,RFQ-781-S9072,MACRO,10 May 2015,RFQ,Stars G.C.,Al Dhafra - Subcontract - AS PER SOW - Stars General Contracting L.L.C.,SUBCONTRACT - AS PER SOW - Stars General Contracting L.L.C.,Subcontract,Services,85854.5,USD, ,Order
10905,RFQ-781-S9071,MACRO,10 May 2015,RFQ,Galaxy A.G.,Al Dhafra - Subcontract - Galaxy,SUBCONTRACTS - GALAXY,Subcontract,Services,815147,USD, ,Quotation
10906,Q-515-V4251,MICRON,10 May 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD,Supply Of Various Hand Tools (Beta And Caterpillar),Building Materials,Various,0,USD,Raquel I.,Quotation
10907,Q-1005-M4101,MICRON,10 May 2015,IQ,Abdul K.C.,Khas Kunar Project : W912ER-11-D0013 - 0003 [SUPPLY OF 15 NOS UNIT HEATERS],Supply Of  15 Nos Of Dimplex Units Heaters,Mechanical Items,Mechanical,4500,USD,Tamraz M.,Order
10908,Q-1005-F7000,MICRON,10 May 2015,IQ,Road a.R.,RRCC-Supply Of 225 Gallons Of DC315 Thermal Barrier-EX Herat,RRCC-Supply Of 225 Gallons Of DC315 Thermal Barrier,Firestop/ DC 315,Fire,13500,USD, ,Order
10909,Q-1005-V6803,MICRON,04 May 2015,IQ,Baku E.S.,BESL - MR 3938 - FITTING BAGS,FITTING BAGS,Building Materials,Various,12676,USD,Maricar I.,Quotation
10910,RFQ-982-1590A,MACRO,04 May 2015,RFQ,Tatekan C.a.,MFNDU - SUBCONTRACT - TATEKAN,SUBCONTRACT - TATEKAN,Subcontract,Services,9491023,USD, ,Order
10911,RFQ-982-1591A,MACRO,04 May 2015,RFQ,Fox L.a.,MFNDU - SUBCONTRACT - FOX,SUBCONTRACT - FOX,Subcontract,Services,7046365,USD, ,Order
10912,Q-1005-T1006,MICRON,04 May 2015,IQ,Baku E.S.,BESL - MR4178 - Various Tools,Various Tools,Tools,Tools,0,USD,Maricar I.,Quotation
10913,Q-1005-T1005,MICRON,04 May 2015,IQ,Baku E.S.,BESL - PO 2162015 - Denso Tape 50mm,Denso Tape,Tools,Tools,475,USD,Maricar I.,Order
10914,Q-1005-V6802,MICRON,04 May 2015,IQ,Baku E.S.,BESL - MR4161 - Gin Wheel Scaffolding,Gin Wheel Scaffolding,Building Materials,Various,2680,USD,Marman I.,Quotation
10915,RFQ-497-S9031,MACRO,04 May 2015,RFQ,Sohail M.C.,Delaram Fit Out_Change Order ORD573-714-2004-I : DFAC Service Area Fencing And Propane Gas Storage Canopy,Change Order ORD573-714-2004-I : DFAC Service Area Fencing And Propane Gas Storage Canopy,Construction,Services,48296,USD, ,Quotation
10916,Q-1005-M4000,MICRON,03 May 2015,IQ,Kandahar U.G.,Kandahar United Group,"Supply Of S Span Machine, Cladding Machine",Machine / Equipments,Mechanical,760000,USD,Raquel I.,Quotation
10917,Q-1005-T1004,MICRON,03 May 2015,IQ,Baku E.S.,"BESL - PO - BESL-02112015 - SUPPLY OF FLUKE METER, BOSCH LASER MEASURER, AIR FILTER","FLUKE METER, BOSCH LASER MEASURER, AIR FILTER",Tools,Tools,3400,USD,Maricar I.,Order
10918,RFQ-637-S9072,MACRO,03 May 2015,RFQ,Team f.R.,MOI-NPCC - RFP-0014; KN019 - Security Expansion_ECP Operations (ORD637-714-007-C),Change Order 637-714-007-C ; R00020 RFP-0014; KN019 - Security Expansion_ECP Operations,Subcontract,Services,367405.81,USD, ,Order
10919,Q-1005-E6801,MICRON,29 Apr 2015,IQ,Baku E.S.,"BESL - 4139 - SOLID WIRE, STICK ELECTRODE, AND FLUX CORE WIRE","SOLID WIRE, STICK ELECTRODE, AND FLUX CORE WIRE",Building Materials,Various,5207.25,USD,Marman I.,Quotation
10920,RFQ-637-S9072,MACRO,29 Apr 2015,RFQ,Mainawal R.,MOI-NPCC Construction Of Perimeter Fence As Part Of Expanded Security (CO-ORD637-714-2001-D),Change Order CO-ORD637-714-2001-D; MOI-NPCC Construction Of Perimeter Fence As Part Of Expanded Security,Fit Out Project,Architectural,1115.91,USD,Cecil R.,Order
10921,Q-1005-V4252,MICRON,29 Apr 2015,IQ,Baku E.S.,BESL - 4131 - Chain Pipe Clamp,Chain Pipe Clamp,Building Materials,Various,87068.25,USD,Maricar I.,Quotation
10922,Q-1005-A5301,MICRON,29 Apr 2015,IQ,Baku E.S.,BESL - MR2462 - White Contract Paint WCP-2 400ml,White Contract Paint WCP-2 400ml,Paints,Architectural,1580,USD,Marman I.,Quotation
10923,Q-1005-T1003,MICRON,29 Apr 2015,IQ,Baku E.S.,BESL - MR2459SDS - Metric Thickness Feeler Gauges,Metric Thickness Feeler Gauges,Tools,Tools,1135,USD,Maricar I.,Quotation
10924,Q-1005-E6800,MICRON,29 Apr 2015,IQ,Baku E.S.,BESL - 3 X 32A  110V  Plug-socket Extension (long) Type (yellow Color),PLUG-SOCKET,Electrical,Electrical,5500,USD,Maricar I.,Quotation
10925,RFQ-637-S9071,MACRO,28 Apr 2015,RFQ,Mainawal R.,MOI-NPCC Fit Out_Change Order 637-714-2001-E : RFP-0018 KN028 Removal Of Excess Soil.,Change Order 637-714-2001-E : R00024 RFP-0018 KN028 Removal Of Excess Soil.,Subcontract,Services,29794.78,USD, ,Order
10926,Q-1005-T1002,MICRON,28 Apr 2015,IQ,Baku E.S.,"BESL - MR4045 - Various Testers For Blotter, Impact Test","Various Testers For Blotter, Impact Test",Tools,Tools,6516.9,USD,Maricar I.,Quotation
10927,Q-1005-V4252,MICRON,28 Apr 2015,IQ,Baku E.S.,BESL - Corrosive Preventive And Grease,Corrosive Preventive And Grease,Misc.,Various,4803,USD,Marman I.,Quotation
10928,Q-1005-T1000,MICRON,28 Apr 2015,IQ,Baku E.S.,BESL - Hand Held GPS Sets And Alumicolor Drafting Fan,Hand Held GPS Sets And Alumicolor Drafting Fan,Tools,Tools,1960,USD,Raquel I.,Quotation
10929,Q-1005-V4251,MICRON,28 Apr 2015,IQ,Baku E.S.,BESL - SCPX(382) PARKER Coupling And Nipples,SCPX(382) PARKER Coupling And Nipples,Building Materials,Various,1384.75,USD,Marman I.,Quotation
10930,Q-1005-M4101,MICRON,28 Apr 2015,IQ,Baku E.S.,BESL - SUPPLY OF VALVES AND SEALANTS,VALVES AND SEALANTS,Building Materials,Various,1639.35,USD,Marman I.,Quotation
10931,Q-1005-V4251,MICRON,28 Apr 2015,IQ,Baku E.S.,Baku Engineering Supplies LTD,795 Pcs Eurosafe FFP3 Valved Particulate Respirator,PPE,Protection,2512.2,USD,Raquel I.,Order
10932,RFQ-637-1636,MACRO,26 Apr 2015,RFQ,Cala L.S.,MOI-NPCC Fit Out_Supply Of INTERIOR DOOR SIGNAGES,INTERIOR DOOR SIGNAGES,Building Materials,Various,8855,USD, ,Order
10933,Q-1005-1635,MICRON,26 Apr 2015,IQ,Desa I.,AIR FREIGHT FROM EX-GERMANY TO DWC,AIR FREIGHT FROM EX-GERMANY TO DWC,Transportation,Logistics,1448.4,USD, ,Order
10934,Q-415-1634,MICRON,26 Apr 2015,IQ,Ecc-i ,ECCI - Supply Of GE Contactor And Circuit Breaker,GE Contactor And Circuit Breaker,Electrical,Electrical,1450,USD,Maricar I.,Quotation
10935,RFQ-497-1633,MACRO,26 Apr 2015,RFQ,Falcon E.L.,Delaram Fit Out_Supply Of FUEL SUPPLIES PETROL AND DIESEL FOR JUBAILI AND MVL TANKS,FUEL SUPPLIES - Petrol And Diesel,Misc.,Various,29374.8,USD, ,Order
10936,Q-1005-1629,MICRON,23 Apr 2015,IQ,Access P.G.,Access Point Group,"K Span Machine, Cladding Machine",Machine / Equipments,Mechanical,760000,USD, ,Quotation
10937,RFQ-637-1622,MACRO,23 Apr 2015,RFQ,Hbcc -.H.,MOI-NPCC Fit Out_RFP0017; KN023 ? Descope Well Drilling And  Well House,Change Order 637-714-2005-A; RFP0017; KN023 ? Descope Well Drilling And  Well House,Subcontract,Services,0,USD, ,Order
10938,RFQ-573-1621,MACRO,23 Apr 2015,RFQ,Sohail M.C.,"Delaram Fit Out_Change Order ORD573-714-2004-H : BUILDING STAIRCASE 207 B, 370 B, AND BUILDING RAMP 207 A, 307 A, 807","Change Order ORD573 -714-2004-H : BUILDING STAIRCASE 207 B, 370 B, AND BUILDING RAMP 207 A, 307 A, 807",Construction,Services,20000,USD, ,Order
10939,RFQ-982-1620,MACRO,22 Apr 2015,RFQ,Abdul R.H.,Test,Test,Containers,Various,1,USD, ,Quotation
10940,RFQ-566-1618,MACRO,22 Apr 2015,RFQ,Endurance B.,Khas Khunar Fit Out_Supply Of ENDURANCE BIOBARRIER ZERO VOC ? NON TOXIC ANTI MOLD PROTECTION,ENDURANCE BIOBARRIER ZERO VOC ? NON TOXIC ANTI MOLD PROTECTION,Chemicals,Chemicals,675,USD, ,Order
10941,RFQ-781-1615,MACRO,20 Apr 2015,RFQ,Galaxy A.G.,Al Dhafra - Subcontract - Galaxy,SUBCONTRACTS - GALAXY,Subcontract,Services,815147,AED, ,Order
10942,RFQ-982-1614,MACRO,20 Apr 2015,RFQ,Yarash C.L.,MFNDU - SUBCONTRACTS - YARASH,SUBCONTRACTS - YARASH,Subcontract,Services,14764083,USD, ,Order
