poNumber,poDate,poName,supplier,originalValue,currency,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,year,month,yearMonth,valueUSD,poSpendUSD,poType,changeOrderGroup,changeOrderTotal,project
RFPO-7212-V40013-2,27 Nov 2025,PO for Supports and Hangers,Technopro Middle East FZCO,15708.357999999998,AED,7212,8281,V40013,MACRO,Various,Various,2,True,2025,11,2025-11,4277.29,4277.29,Change Order,1,1,PO for Supports and Hangers
RFPO-5532-M4049-1,27 Nov 2025,PO for Material Request #MR-105 MR - Parts for Roller for LUTONG LTC301  Compactor - Work Shop Mechanics - Jess CO,Evangel International Machinery Ltd.,556.0,USD,5532,8288,M4049,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,11,2025-11,556.0,556.0,Base PO,1,1,PO for Material Request #MR-105 MR - Parts for Roller for LUTONG LTC301  Compactor - Work Shop Mechanics - Jess CO
RFPO-7212-M4101-1,27 Nov 2025,PO for Grooved Fittings & Valves,Asia Electro Mechanical Company Limited,215573.06100000005,AED,7212,8289,M4101,MACRO,Mechanical,Mechanical,1,False,2025,11,2025-11,58699.27,58699.27,Base PO,1,1,PO for Grooved Fittings & Valves
RFPO-5829-M4002-1,27 Nov 2025,PO for EDU20G – AIR FIELD PAVEMENT - WC/SQ/9922/R/1 - Petrol Vibrator  and Poker Shaft,WECARE MACHINERY TRADING – Sole Proprietorship LLC,7070.0,AED,5829,8290,M4002,MVL Nepal,Mechanical,Mechanical,1,False,2025,11,2025-11,1925.12,1925.12,Base PO,1,1,PO for EDU20G – AIR FIELD PAVEMENT - WC/SQ/9922/R/1 - Petrol Vibrator  and Poker Shaft
RFPO-5829-E6818B-1,27 Nov 2025,PO for LV Cables,Dubai Cable Company (Private) Limited,3998398.7630800013,AED,5829,8291,E6818B,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,1088740.3,1088740.3,Base PO,1,1,PO for LV Cables
RFPO-7208-E6800-1,26 Nov 2025,"PO for Receptacles, Switches & Breakglass Station",Kelly & Hayes Electrical Industrial & Plumbing Supplies,12638.94,USD,7208,8285,E6800,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,12638.94,12638.94,Base PO,1,1,"PO for Receptacles, Switches & Breakglass Station"
RFPO-7139-V40052-1,26 Nov 2025,PO for Cressets Crete-Lease Bio-Tru-Xtra All-Xtra with PR,Cresset Chemical Company,3193.65,USD,7139,8286,V40052,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,3193.65,3193.65,Base PO,1,1,PO for Cressets Crete-Lease Bio-Tru-Xtra All-Xtra with PR
RFPO-5829-S9105-2,26 Nov 2025,50T Crane with Badged Operator  - Duration: 27 November 2025 to 26 December 2025,OHIO GENERAL CONTRACTING LLC,55000.0,AED,5829,8193,S9105,MICRON,Services,Services,2,True,2025,11,2025-11,14976.17,14976.17,Change Order,2,2,50T Crane with Badged Operator  - Duration: 27 November 2025 to 26 December 2025
RFPO-5532-M4048-2,25 Nov 2025,PO for MR-103 Spare Parts for Backhoe Loader MVL-OPS 006  CIF Singapore - MVL Bromgrove JV LLC,Evangel International Machinery Ltd.,939.0,USD,5532,8277,M4048,MVL USA JV LLC,Doors,Architectural,2,True,2025,11,2025-11,939.0,939.0,Change Order,2,2,W5J9JE18C0008 &ndash; MOI COMPLEX FEMALE POLICE TOWN PHASE II
RFPO-5153-S9111-1,25 Nov 2025,PO for - Prime Contract Number: N62470-21-C-0003 - Project: P-759 Family Housing Villaggio SW & Camp Ederle North,IMPRESA PERCASSI S.P.A.,0.0,USD,5153,8283,S9111,MVL Italy,Services,Services,1,False,2025,11,2025-11,0,0,Base PO,1,1,PO for - Prime Contract Number: N62470-21-C-0003 - Project: P-759 Family Housing Villaggio SW & Camp Ederle North
RFPO-5532-M4047-1,24 Nov 2025,PO for BATCH 1 Equipment Supply for 2026 DG - Projects,Evangel International Machinery Ltd.,140800.0,USD,5532,8276,M4047,MVL USA JV LLC,Building Materials,Various,1,False,2025,11,2025-11,140800.0,140800.0,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-5532-M4106-2,24 Nov 2025,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125,Alwan Zamzam Trading Co. L.L.C,4731.45,AED,5532,8274,M4106,MW-OCS,Mechanical,Mechanical,2,True,2025,11,2025-11,1288.35,1288.35,Change Order,2,2,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125
RFPO-5532-M4048-1,24 Nov 2025,PO for MR-103 Spare Parts for Backhoe Loader MVL-OPS 006  CIF Singapore - MVL Bromgrove JV LLC,Evangel International Machinery Ltd.,620.0,USD,5532,8277,M4048,MVL USA JV LLC,Doors,Architectural,1,False,2025,11,2025-11,620.0,620.0,Base PO,2,2,W5J9JE18C0008 &ndash; MOI COMPLEX FEMALE POLICE TOWN PHASE II
RFPO-7212-V40012-1,24 Nov 2025,PO for Floor & Wall Supports,Al Asam Mechanical Services (LLC),33600.0,AED,7212,8278,V40012,MACRO,Various,Various,1,False,2025,11,2025-11,9149.08,9149.08,Base PO,1,1,PO for Floor & Wall Supports
RFPO-7212-V40014-1,24 Nov 2025,PO for Air Release Valve,Cla-Val Europe Sarl,560.0,USD,7212,8279,V40014,MACRO,Various,Various,1,False,2025,11,2025-11,560.0,560.0,Base PO,1,1,PO for Air Release Valve
RFPO-7212-V40015-1,24 Nov 2025,PO for Pressure Gauge & Flow Indicator,Al Khoory International Products FZE,4000.0,AED,7212,8280,V40015,MACRO,Subcontract,Services,1,False,2025,11,2025-11,1089.18,1089.18,Base PO,1,1,"(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, Qatar"
RFPO-5532-V4374-1,21 Nov 2025,PO for DG - MVL Branded Polo Shirts (Black & Grey) with Embroidered Logo,TSI International FZC,3200.0,AED,5532,8270,V4374,FIRESTOP,Paints,Architectural,1,False,2025,11,2025-11,871.34,871.34,Base PO,1,1,W5J9JE18C0008 &ndash; MOI COMPLEX FEMALE POLICE TOWN PHASE II
RFPO-1005-V7262-1,21 Nov 2025,PO for HDPE Pipes & fittings,Cimmaron International Corporation,10922.399999999998,USD,1005,8273,V7262,MICRON,Various,Various,1,False,2025,11,2025-11,10922.399999999998,10922.399999999998,Base PO,1,1,PO for HDPE Pipes & fittings
RFPO-5532-M4106-1,21 Nov 2025,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125,Alwan Zamzam Trading Co. L.L.C,1900.0,USD,5532,8274,M4106,MW-OCS,Mechanical,Mechanical,1,False,2025,11,2025-11,1900.0,1900.0,Base PO,2,2,PO for Batch Plant - Saddle Clamp & Connector  ANZ Waters - MV191125
RFPO-1569-O106-1,20 Nov 2025,PO for Access Control Setup – Office 1806  Ref: KT/1125/210,Kyoto Technologies,4964.5,AED,1569,8264,O106,MACRO,Office Assets,Office Assets,1,False,2025,11,2025-11,1351.8,1351.8,Base PO,1,1,PO for Access Control Setup – Office 1806  Ref: KT/1125/210
RFPO-6705-V40156-1,20 Nov 2025,PO for Mineral Wool (Rockwool Safe n Sound),"Scott & From Co., Inc.",1689.9999985000002,USD,6705,8265,V40156,MACRO,Building Materials,Various,1,False,2025,11,2025-11,1689.9999985000002,1689.9999985000002,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-7139-V40051-1,20 Nov 2025,PO for Slags for Concrete Mix Design,SMITHBRIDGE GUAM,10875.710067200002,USD,7139,8266,V40051,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,10875.710067200002,10875.710067200002,Base PO,1,1,PO for Slags for Concrete Mix Design
RFPO-7139-E6821-1,19 Nov 2025,PO for Smart Rock 3ER Wireless sensor,Giatec Scientific Inc,5080.0,USD,7139,8259,E6821,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,5080.0,5080.0,Base PO,1,1,PO for Smart Rock 3ER Wireless sensor
RFPO-6646-V40004-1,19 Nov 2025,PO for Warranty,MCELROY METAL,5000.0,USD,6646,8260,V40004,MACRO,Various,Various,1,False,2025,11,2025-11,5000.0,5000.0,Base PO,1,1,PO for Warranty
RFPO-7039-E6802B-2,19 Nov 2025,PO for MV CABLES,Oman Cables Industry (SAOG),1815495.6869487998,USD,7039,7794,E6802B,MACRO,Electrical,Electrical,2,True,2025,11,2025-11,1815495.6869487998,1815495.6869487998,Change Order,2,2,PO for MV CABLES
RFPO-7039-V40029-1,19 Nov 2025,PO for Concrete Supply and Laboratory Services,BLACK CONSTRUCTION CORPORATION,31888.5,USD,7039,8261,V40029,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,31888.5,31888.5,Base PO,1,1,PO for Concrete Supply and Laboratory Services
RFPO-7212-V40010-1,19 Nov 2025,PO for Pressure Gauge,INTEGRATED CONTRACTING SUPPLIERS,344.0,USD,7212,8262,V40010,MACRO,Various,Various,1,False,2025,11,2025-11,344.0,344.0,Base PO,1,1,PO for Pressure Gauge
RFPO-7212-V40011-1,19 Nov 2025,PO for Test and Drain Valve,Blue Line Trading Group LLC,3512.6499999999996,USD,7212,8263,V40011,MACRO,Various,Various,1,False,2025,11,2025-11,3512.6499999999996,3512.6499999999996,Base PO,1,1,PO for Test and Drain Valve
RFPO-7212-V40006-1,18 Nov 2025,PO for Flange Clamps,New Horizon Building Materials Trading LLC,66640.0,AED,7212,8254,V40006,MACRO,Building Materials,Various,1,False,2025,11,2025-11,18145.68,18145.68,Base PO,1,1,Supply Of SLAB WITHOUT FACING (SXXX) Density: 120Kg/M3 Thickness: 50mm Size:1.2 MtrX 0.6 Mtr+
RFPO-7212-V40007-1,18 Nov 2025,PO for Seismic Bracing,NATIONAL FIRE FIGHTING MANUFACTURING FZCO,9053.0,USD,7212,8258,V40007,MVL Greece,Building Materials,Various,1,False,2025,11,2025-11,9053.0,9053.0,Base PO,1,1,Supply Of Wall Tiles And Floor Tiles RAK
RFPO-7212-V40008-1,18 Nov 2025,PO for Thread rod & Couplers,Fastener Point LLC,8610.5,AED,7212,8256,V40008,MACRO,Various,Various,1,False,2025,11,2025-11,2344.59,2344.59,Base PO,1,1,PO for Thread rod & Couplers
RFPO-7212-V40009-1,18 Nov 2025,PO for Sprinklers,Al Khoory International Products FZE,68000.0,AED,7212,8257,V40009,MACRO,Paints,Architectural,1,False,2025,11,2025-11,18516.0,18516.0,Base PO,1,1,Supply Of Homex Paints
RFPO-6705-E6841-1,17 Nov 2025,PO for LSA-Electrical Items,CPS ELECTRIC,6040.3,USD,6705,8251,E6841,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,6040.3,6040.3,Base PO,1,1,PO for LSA-Electrical Items
RFPO-6705-V40155-1,17 Nov 2025,PO for LSA-Building Materials,Tsang Brothers Corporation,558.0,USD,6705,8252,V40155,MACRO,Various,Various,1,False,2025,11,2025-11,558.0,558.0,Base PO,1,1,PO for LSA-Building Materials
RFPO-6705-V40149-2,17 Nov 2025,"PO for 	SOG Rebars, CMU Rebars, Additional Rebars for Fabrication & Foundation Remaining rebars",Nucor Rebar Fabrication,234184.0,USD,6705,8212,V40149,MACRO,Various,Various,2,True,2025,11,2025-11,234184.0,234184.0,Change Order,2,2,"PO for 	SOG Rebars, CMU Rebars, Additional Rebars for Fabrication & Foundation Remaining rebars"
RFPO-7212-V40005B-1,17 Nov 2025,PO for Pipes & fittings for Sprinkler System,Technopro Middle East FZCO,243665.552,AED,7212,8253,V40005B,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,66348.69,66348.69,Base PO,1,1,PO for Pipes & fittings for Sprinkler System
RFPO-5503-A5205-2,17 Nov 2025,PO for Schüco ADS 80 FR60 fire-resistant fixed window with anodized (CO) finish and Pilkington Pyrostop 60-351 EI60 glazing,PETROUTSOS BROS LTD,23560.0,EURO,5503,8027,A5205,MACRO,Architectural,Architectural,2,True,2025,11,2025-11,23560.0,23560.0,Change Order,2,2,PO for Schüco ADS 80 FR60 fire-resistant fixed window with anodized (CO) finish and Pilkington Pyrostop 60-351 EI60 glazing
RFPO-6705-V40154A-1,14 Nov 2025,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES",PENN STAINLESS PRODUCTS,14256.3914,USD,6705,8250,V40154A,MACRO,Various,Various,1,False,2025,11,2025-11,14256.3914,14256.3914,Base PO,1,1,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES"
RFPO-6705-V40154-1,13 Nov 2025,"PO for STAINLESS STEEL SS316, ASTM A312, SCH40 WELDED PIPES",PENN STAINLESS PRODUCTS,12256.39,USD,6705,8245,V40154,MACRO,Building Materials,Various,1,False,2025,11,2025-11,12256.39,12256.39,Base PO,1,1,"72036719F00003 - Nepal Community Reconstruction Program (NRCP) IDIQ Contract, Task Order For The Reconstruction Of Schools And Health Facilities In Sindhuli District Of Nepal"
RFPO-7139-V40049-1,13 Nov 2025,PO for STAINLESS STEEL SS316,PENN STAINLESS PRODUCTS,18730.35,USD,7139,8234,V40049,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,18730.35,18730.35,Base PO,1,1,PO for STAINLESS STEEL SS316
RFPO-6705-E6839-1,13 Nov 2025,PO for Cable Tags,WESCO Distribution Inc,12225.36,USD,6705,8246,E6839,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,12225.36,12225.36,Base PO,1,1,PO for Cable Tags
RFPO-6705-E6840-1,13 Nov 2025,PO for LSA-Electrical Items,CPS ELECTRIC,11962.65,USD,6705,8247,E6840,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,11962.65,11962.65,Base PO,1,1,PO for LSA-Electrical Items
RFPO-7039-E6808-1,13 Nov 2025,PO for MV Cable Splice kits & Crimping Tools,Benfield Electric International Ltd.,97694.96999999999,USD,7039,8248,E6808,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,97694.96999999999,97694.96999999999,Base PO,1,1,PO for MV Cable Splice kits & Crimping Tools
RFPO-7139-V4356-1,12 Nov 2025,PO for Ref. Quotation S00645 / Basketball Uniforms,TSI International FZC,3539.2500000000005,AED,7139,8240,V4356,MACRO,Various,Various,1,False,2025,11,2025-11,963.72,963.72,Base PO,1,1,PO for Ref. Quotation S00645 / Basketball Uniforms
RFPO-6705-E6836A-2,12 Nov 2025,PO for EMT Conduits and Accessories,WESCO Distribution Inc,3626.5299999999997,USD,6705,8211,E6836A,MACRO,Electrical,Electrical,2,True,2025,11,2025-11,3626.5299999999997,3626.5299999999997,Change Order,2,2,PO for EMT Conduits and Accessories
RFPO-6705-V40153-1,12 Nov 2025,PO for Medical Laboratory-Additional items,Humboldt Mfg Co,16494.7,USD,6705,8241,V40153,MACRO,Various,Various,1,False,2025,11,2025-11,16494.7,16494.7,Base PO,1,1,PO for Medical Laboratory-Additional items
RFPO-1569-O103-2,12 Nov 2025,PO for MVL Lebanon - IT Accessories - KT/1125/210,Kyoto Technologies,12078.6,AED,1569,8227,O103,MACRO,Office Assets,Office Assets,2,True,2025,11,2025-11,3288.93,3288.93,Change Order,3,3,PO for MVL Lebanon - IT Accessories - KT/1125/210
RFPO-1569-O103-3,12 Nov 2025,PO for MVL Lebanon - IT Accessories - KT/1125/210,Kyoto Technologies,12364.0,AED,1569,8227,O103,MACRO,Office Assets,Office Assets,3,True,2025,11,2025-11,3366.64,3366.64,Change Order,3,3,PO for MVL Lebanon - IT Accessories - KT/1125/210
RFPO-7208-V40026-1,12 Nov 2025,PO for Joint Sealants,Sunshine Supply Co Inc,2517.15,USD,7208,8243,V40026,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,2517.15,2517.15,Base PO,1,1,PO for Joint Sealants
RFPO-6705-V40151-1,12 Nov 2025,"PO for Gypsum Board, Lumber & plywood",Tsang Brothers Corporation,31561.0,USD,6705,8244,V40151,MACRO,Various,Various,1,False,2025,11,2025-11,31561.0,31561.0,Base PO,1,1,"PO for Gypsum Board, Lumber & plywood"
RFPO-6705-V40152-1,11 Nov 2025,PO for Drain Inlet/Drain Box Rebars & Epoxy Patch Kit,Nucor Rebar Fabrication,12092.0,USD,6705,8235,V40152,MACRO,Various,Various,1,False,2025,11,2025-11,12092.0,12092.0,Base PO,1,1,PO for Drain Inlet/Drain Box Rebars & Epoxy Patch Kit
RFPO-6705-V4359-1,11 Nov 2025,PO for John Deere Tractor loader parts,Warai Equipment Services,4131.0,USD,6705,8236,V4359,MVL Nepal,Various,Various,1,False,2025,11,2025-11,4131.0,4131.0,Base PO,1,1,PO for John Deere Tractor loader parts
RFPO-7139-V40047-1,11 Nov 2025,"PO for JFVN39596  - Pre-Shipment Inspection - SANY STC500C5-8 50-ton Crane - November 14, 2025",V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8237,V40047,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,268.0,268.0,Base PO,1,1,"PO for JFVN39596  - Pre-Shipment Inspection - SANY STC500C5-8 50-ton Crane - November 14, 2025"
RFPO-7139-V40048-1,11 Nov 2025,PO for JFVN39470- Pre-Shipment Inspection - DONGFENG 375HP 6x4 tractor truck,V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8238,V40048,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,268.0,268.0,Base PO,1,1,PO for JFVN39470- Pre-Shipment Inspection - DONGFENG 375HP 6x4 tractor truck
RFPO-6718-V40038-2,11 Nov 2025,PO for Precision Machinist Level,Jet Fuel Specialists LLC,316.22,USD,6718,8221,V40038,MVL USA JV LLC,Various,Various,2,True,2025,11,2025-11,316.22,316.22,Change Order,1,1,PO for Precision Machinist Level
RFPO-6705-V40070-2,11 Nov 2025,PO for Quickrete- Cement & Sand,LOWES,2538.99,USD,6705,7713,V40070,MVL USA JV LLC,Various,Various,2,True,2025,11,2025-11,2538.99,2538.99,Change Order,2,2,PO for Quickrete- Cement & Sand
RFPO-7139-E6820-1,10 Nov 2025,PO for MR-120-2025 Sectional Ground Rods and Accessories for ATCT Project (RMI-127) - SQ-SHJ-2025-25211824,Haji Commercial Company LLC,2202.0,AED,7139,8228,E6820,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,599.59,599.59,Base PO,1,1,PO for MR-120-2025 Sectional Ground Rods and Accessories for ATCT Project (RMI-127) - SQ-SHJ-2025-25211824
RFPO-5657-M4106-1,10 Nov 2025,PO for Float Switch,Zoeller Pump Company,183.6,USD,5657,8229,M4106,MW-OCS,Mechanical,Mechanical,1,False,2025,11,2025-11,183.6,183.6,Base PO,1,1,PO for Float Switch
RFPO-5829-V40036-1,10 Nov 2025,PO for Free Issued - IDEAL FLOORING LLC  Ref: IDF-Q-DXB-D023-NOV-2025-Rev 4  Scope: VCT Tiles as per Approved Submittal,IDEAL FLOORING LLC,94096.4,AED,5829,8230,V40036,MVL USA JV LLC,Misc.,Various,1,False,2025,11,2025-11,25621.89,25621.89,Base PO,1,1,KUW-132 W912ER-19-C-0018
RFPO-7616-S9100-1,10 Nov 2025,"PO for TPI Visit at JAFZA, Dubai against PO Ref. RFPO-7616-M4000-1",TUV SUD MIDDLE EAST LLC,1200.0,AED,7616,8232,S9100,MACRO,Services,Services,1,False,2025,11,2025-11,326.75,326.75,Base PO,1,1,"PO for TPI Visit at JAFZA, Dubai against PO Ref. RFPO-7616-M4000-1"
RFPO-7864-V40003-1,10 Nov 2025,PO for Carpet,Welspun Global Brands Limited,1160.952,USD,7864,8233,V40003,MACRO,Various,Various,1,False,2025,11,2025-11,1160.952,1160.952,Base PO,1,1,PO for Carpet
RFPO-1569-O103-1,07 Nov 2025,PO for MVL Lebanon - IT Accessories - KT/1125/210,Kyoto Technologies,11460.6,AED,1569,8227,O103,MACRO,Office Assets,Office Assets,1,False,2025,11,2025-11,3120.65,3120.65,Base PO,3,3,PO for MVL Lebanon - IT Accessories - KT/1125/210
RFPO-7139-M4016-1,06 Nov 2025,PO for Air Cooled Screw Chiller (AM-330DR1V) - AS PER ATTACHED SPECIFICATIONS - 3P-208V-60Hz - INVOICE NO.:AM25E11040056603,"AIMIX GROUP CO., LTD",52220.0,USD,7139,8222,M4016,MVL USA JV LLC,Misc.,Various,1,False,2025,11,2025-11,52220.0,52220.0,Base PO,1,1,Supply Of Delivery Note NCR A4 Size 1 Plus 3 4 Color Printing
RFPO-7616-M4001-1,06 Nov 2025,PO for MR-60 for Vehicle and Equipment Maintenance – Mechanic Workshop - Official Quotation for MVL Bromgrove JV LLC (Project X058)-2025.11.6,Evangel International Machinery Ltd.,122000.0,USD,7616,8223,M4001,MACRO,Mechanical,Mechanical,1,False,2025,11,2025-11,122000.0,122000.0,Base PO,2,2,PO for MR-60 for Vehicle and Equipment Maintenance – Mechanic Workshop - Official Quotation for MVL Bromgrove JV LLC (Project X058)-2025.11.6
RFPO-7139-M4017-1,06 Nov 2025,PO for Genie Boom Lift,Lamphere Construction Ltd dba Heavy Equipment Hunters,88028.37,USD,7139,8224,M4017,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,11,2025-11,88028.37,88028.37,Base PO,1,1,PO for Genie Boom Lift
RFPO-7073-M4101-1,06 Nov 2025,PO for PVC pipes and fittings,Harrington Industrial Plastics LLC,2273.48,USD,7073,8225,M4101,MACRO,Mechanical,Mechanical,1,False,2025,11,2025-11,2273.48,2273.48,Base PO,1,1,PO for PVC pipes and fittings
RFPO-7208-V40025-1,05 Nov 2025,PO for Sika primer & remover,Petrocoat Construction Chemicals Trading LLC,3860.0,AED,7208,8217,V40025,MVL USA JV LLC,Misc.,Various,1,False,2025,11,2025-11,1051.06,1051.06,Base PO,1,1,MVL Firestop Supply Of Inspection Labels
RFPO-6705-E6838-1,05 Nov 2025,PO for Bare Copper Grounding Conductor Wire and Ground Clamp,EMSI Inc.,2943.7000000000003,USD,6705,8218,E6838,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,2943.7000000000003,2943.7000000000003,Base PO,1,1,PO for Bare Copper Grounding Conductor Wire and Ground Clamp
RFPO-7878-V40002-1,05 Nov 2025,PO for Duct Insulation,KEPCO Building Materials Trading LLC,1804.3199999999997,AED,7878,8219,V40002,MACRO,Various,Various,1,False,2025,11,2025-11,491.31,491.31,Base PO,1,1,PO for Duct Insulation
RFPO-7139-V40046-1,05 Nov 2025,PO for JFVN39463 - Pre-Shipment Inspection - 3 axles 40Ton 40ft container flatbed semi-trailer,V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8220,V40046,MVL USA JV LLC,Various,Various,1,False,2025,11,2025-11,268.0,268.0,Base PO,1,1,PO for JFVN39463 - Pre-Shipment Inspection - 3 axles 40Ton 40ft container flatbed semi-trailer
RFPO-7039-V40028-2,04 Nov 2025,PO for Additional Wires & Tape,Kelly & Hayes Electrical Industrial & Plumbing Supplies,3932.98,USD,7039,8210,V40028,MVL USA JV LLC,Various,Various,2,True,2025,11,2025-11,3932.98,3932.98,Change Order,1,1,PO for Additional Wires & Tape
RFPO-6705-V40149-1,04 Nov 2025,"PO for 	SOG Rebars, CMU Rebars, Additional Rebars for Fabrication & Foundation Remaining rebars",Nucor Rebar Fabrication,232234.0,USD,6705,8212,V40149,MACRO,Various,Various,1,False,2025,11,2025-11,232234.0,232234.0,Base PO,2,2,"PO for 	SOG Rebars, CMU Rebars, Additional Rebars for Fabrication & Foundation Remaining rebars"
RFPO-6705-V40150-1,04 Nov 2025,PO for Rubber Wall Base,Dateline Exports Inc.,589.97,USD,6705,8213,V40150,MACRO,Various,Various,1,False,2025,11,2025-11,589.97,589.97,Base PO,1,1,PO for Rubber Wall Base
RFPO-6705-E6837-1,04 Nov 2025,PO for Cable Marker,ARABIAN FALCON ELECTRICAL EQUIPMENT LLC,150.0,AED,6705,8214,E6837,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,40.84,40.84,Base PO,1,1,PO for Cable Marker
RFPO-7039-S9102-1,04 Nov 2025,PO for Third Party Inspection of MV cables -2nd batch,TUV SUD MIDDLE EAST LLC,1131.0,USD,7039,8215,S9102,MICRON,Services,Services,1,False,2025,11,2025-11,1131.0,1131.0,Base PO,1,1,PO for Third Party Inspection of MV cables -2nd batch
RFPO-7878-V40001-1,04 Nov 2025,PO for Duct Insulation accessories,"Scott & From Co., Inc.",2351.818,USD,7878,8216,V40001,MACRO,Various,Various,1,False,2025,11,2025-11,2351.818,2351.818,Base PO,1,1,PO for Duct Insulation accessories
RFPO-6705-E6836A-1,03 Nov 2025,PO for EMT Conduits and Accessories,WESCO Distribution Inc,2519.88,USD,6705,8211,E6836A,MACRO,Electrical,Electrical,1,False,2025,11,2025-11,2519.88,2519.88,Base PO,2,2,PO for EMT Conduits and Accessories
RFPO-6718-V40037-1,31 Oct 2025,PO for Hardware,Fastener Point LLC,858.72,AED,6718,8208,V40037,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,233.82,233.82,Base PO,1,1,PO for Hardware
RFPO-1569-14853-1,30 Oct 2025,PO for MVL Internal PO Reimbursement - 1801 - 1807 Fees vs Concordia Invoices vs Payment Receipts,Keen Eye Technical Services LLC,25646.35,AED,1569,8205,14853,MACRO,Various,Various,1,False,2025,10,2025-10,6983.35,6983.35,Base PO,1,1,PO for MVL Internal PO Reimbursement - 1801 - 1807 Fees vs Concordia Invoices vs Payment Receipts
RFPO-6718-V40036-1,30 Oct 2025,PO for Gaskets,"Smith International Gulf Services, LLC",4516.2,AED,6718,8207,V40036,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,1229.73,1229.73,Base PO,1,1,PO for Gaskets
RFPO-6542-V40044-1,29 Oct 2025,PO for Explosion-proof Switch.,Larson Electronics LLC,4290.68,USD,6542,8201,V40044,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,4290.68,4290.68,Base PO,1,1,PO for Explosion-proof Switch.
RFPO-6705-V40147-1,29 Oct 2025,PO for wire connectors and cable ties,Kelly & Hayes Electrical Industrial & Plumbing Supplies,3239.0600000000004,USD,6705,8202,V40147,MACRO,Various,Various,1,False,2025,10,2025-10,3239.0600000000004,3239.0600000000004,Base PO,1,1,PO for wire connectors and cable ties
RFPO-6705-M4109-1,29 Oct 2025,PO for LSA-plumbing items,"FERGUSON ENTERPRISES, LLC",3027.504,USD,6705,8203,M4109,MVL Nepal,Mechanical,Mechanical,1,False,2025,10,2025-10,3027.504,3027.504,Base PO,1,1,PO for LSA-plumbing items
RFPO-6705-V40148-1,29 Oct 2025,PO for Hilti Items,TOOLS PLUS,1296.5,USD,6705,8204,V40148,MACRO,Building Materials,Various,1,False,2025,10,2025-10,1296.5,1296.5,Base PO,1,1,SUPPLY OF ROCKWOOL MATERIALS - FRF
RFPO-7139-S9138-1,28 Oct 2025,PO for 37.5KVA GENERATOR SET,MORRICO EQUIPMENT LLC,25179.0,USD,7139,8199,S9138,"MVL USA, INC",Services,Services,1,False,2025,10,2025-10,25179.0,25179.0,Base PO,1,1,PO for 37.5KVA GENERATOR SET
RFPO-7616-M4000-1,28 Oct 2025,PO for Welding Generator and  Plasma Cutter Quotation Ref: AHG_ITW_1_738_271025R01,Abdullah Hashim Industrial Gases & Equipment Co. Ltd.,97000.0,AED,7616,8200,M4000,FIRESTOP,Mechanical,Mechanical,1,False,2025,10,2025-10,26412.53,26412.53,Base PO,1,1,PO for Welding Generator and  Plasma Cutter Quotation Ref: AHG_ITW_1_738_271025R01
RFPO-6705-E6804-2,27 Oct 2025,PO for Dry Type transformer,EMSI Inc.,122856.15999999999,USD,6705,7569,E6804,MACRO,Electrical,Electrical,2,True,2025,10,2025-10,122856.15999999999,122856.15999999999,Change Order,2,2,PO for Dry Type transformer
