poNumber,poDate,poName,supplier,entity,project,material,materialCode,value,currency,year,month,mainOrderId,orderId,poType
RFPO-3734-V4258-2,11 Mar 2021,PO for INTERIOR AND EXTERIOR PLASTERS,Don Construction Products - Qatar W.L.L,MVL VENTURES,PO for INTERIOR AND EXTERIOR PLASTERS,Various,Various,54223.35,USD,2021,3,3734,RFPO-3734-V4258,Change Order
RFPO-3550-V4364-1,10 Mar 2021,PO for Tractor Emulsion,Rastra Bhusan Construction and Suppliers Pvt Ltd,FIRESTOP,PO for Tractor Emulsion,Various,Various,1515946.0,USD,2021,3,3550,RFPO-3550-V4364,Base PO
RFPO-3734-V4257A-1,09 Mar 2021,PO for LEAVES SINGLE. DOOR TYPE A. WIDTH (mm) 900. HEIGHT (mm) 2150. THICKNESS (mm) 45. FIRE RATING NON. ACOUSTIC STC RATING STC 45. DOOR FINISH WHITE MAPLE. HARDWARE SET 14. FRAME TYPE SINGLE MASONRY,"Framaco International, Inc",MACRO,PO for LEAVES SINGLE. DOOR TYPE A. WIDTH (mm) 900. HEIGHT (mm) 2150. THICKNESS (mm) 45. FIRE RATING NON. ACOUSTIC STC RATING STC 45. DOOR FINISH WHITE MAPLE. HARDWARE SET 14. FRAME TYPE SINGLE MASONRY,Various,Various,142363.68,USD,2021,3,3734,RFPO-3734-V4257A,Base PO
RFPO-3550-V4363-1,09 Mar 2021,PO for Cement OPC as per approved submittal.,Rastra Bhusan Construction and Suppliers Pvt Ltd,FIRESTOP,PO for Cement OPC as per approved submittal.,Various,Various,557600.0,USD,2021,3,3550,RFPO-3550-V4363,Base PO
RFPO-3550-V4362A-1,08 Mar 2021,PO for GEOSTONE CREMA (FULL BODY VITRIFIED TILES) 10MM THICKNESS.,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,PO for GEOSTONE CREMA (FULL BODY VITRIFIED TILES) 10MM THICKNESS.,Various,Various,3085507.0,USD,2021,3,3550,RFPO-3550-V4362A,Base PO
RFPO-3734-V4272-1,08 Mar 2021,PO for LIQUID SURFACE HARDENER AND DUST PROOFER FOR CONCRETE SURFACES (SETHARD S),Don Construction Products - Qatar W.L.L,MACRO,PO for LIQUID SURFACE HARDENER AND DUST PROOFER FOR CONCRETE SURFACES (SETHARD S),Various,Various,4120.88,USD,2021,3,3734,RFPO-3734-V4272,Base PO
RFPO-1569-O19-1,08 Mar 2021,PO for Microsoft Azure Subscription -  (Pay As You Go),Burhani Computers Trading LLC,MACRO,PO for Microsoft Azure Subscription -  (Pay As You Go),Office Assets,Office Assets,990.06,USD,2021,3,1569,RFPO-1569-O19,Base PO
RFPO-1569-O20-1,08 Mar 2021,PO for ESET Endpoint Protection Advanced  Renewal for a year,Burhani Computers Trading LLC,MACRO,PO for ESET Endpoint Protection Advanced  Renewal for a year,Office Assets,Office Assets,882.23,USD,2021,3,1569,RFPO-1569-O20,Base PO
RFPO-3734-V4270-1,07 Mar 2021,PO for CONCRETE TILES (600X600X75) GABBRO GRAY: COLOR,Al Sehmiah Cement Products,MACRO,PO for CONCRETE TILES (600X600X75) GABBRO GRAY: COLOR,Various,Various,40384.62,USD,2021,3,3734,RFPO-3734-V4270,Base PO
RFPO-3550-V4361B-1,03 Mar 2021,PO for Coupler (S/F) 160MM,Mangalam Universal P. Ltd,MVL Nepal,PO for Coupler (S/F) 160MM,Various,Various,135147.95,USD,2021,3,3550,RFPO-3550-V4361B,Base PO
RFPO-1569-S9001-1,02 Mar 2021,PO for Supply and installation of printed vinyl sticker. Sticker to be installed on the existing signboard,ISRA Middle East,MACRO,PO for Supply and installation of printed vinyl sticker. Sticker to be installed on the existing signboard,Services,Services,272.29,USD,2021,3,1569,RFPO-1569-S9001,Base PO
RFPO-3550-V4361A-1,02 Mar 2021,PO for Coupler (S/F) 160MM,Mangalam Universal P. Ltd,MVL Nepal,PO for Coupler (S/F) 160MM,Various,Various,133950.9232,USD,2021,3,3550,RFPO-3550-V4361A,Base PO
RFPO-1192-V4427-1,01 Mar 2021,PO for INSPECTION CERTIFICATES FOR 3 NOS OF LIFTING JACKS,DUTEST INDUSTRIAL EST.,FIRESTOP,PO for INSPECTION CERTIFICATES FOR 3 NOS OF LIFTING JACKS,Various,Various,183.8,USD,2021,3,1192,RFPO-1192-V4427,Base PO
RFPO-3734-V4269-1,28 Feb 2021,PO for GENERAL PURPOSE ACRYLIC SEALANT WITH MOULD RESISTANCE,Don Construction Products - Qatar W.L.L,MACRO,PO for GENERAL PURPOSE ACRYLIC SEALANT WITH MOULD RESISTANCE,Various,Various,1483.52,USD,2021,2,3734,RFPO-3734-V4269,Base PO
RFPO-3550-V4357-1,28 Feb 2021,PO for GROUT AND SPACER,BATH N ROOM TRADE CONCERN PVT LTD,MACRO,PO for GROUT AND SPACER,Various,Various,1632.85,USD,2021,2,3550,RFPO-3550-V4357,Base PO
RFPO-3550-V4355B-1,28 Feb 2021,"PO for Supplying and fixing wall to wall expansion joint for external part of Aluminium (2mm thick) for joint width 150mm, material 6063-T5 grade alumunium, anodised finish with water barrier all comp",VENUS CONSTRUCTION & WATER PROOFING PVT. LTD.,MVL Nepal,"PO for Supplying and fixing wall to wall expansion joint for external part of Aluminium (2mm thick) for joint width 150mm, material 6063-T5 grade alumunium, anodised finish with water barrier all comp",Various,Various,420665.1,USD,2021,2,3550,RFPO-3550-V4355B,Base PO
RFPO-3550-V4359A-1,28 Feb 2021,PO for BRICK (SASHI BRICK),SASHI ITTA UDHYOG,MVL Nepal,PO for BRICK (SASHI BRICK),Various,Various,108750.0,USD,2021,2,3550,RFPO-3550-V4359A,Base PO
RFPO-3550-V4360A-1,28 Feb 2021,PO for BRICK BAT (SASHI BRICK),SASHI ITTA UDHYOG,MVL Nepal,PO for BRICK BAT (SASHI BRICK),Various,Various,259940.0,USD,2021,2,3550,RFPO-3550-V4360A,Base PO
RFPO-3550-M4105-1,28 Feb 2021,PO for FRB Vessels Pentair Indian size (24inch x 72inch) and loaded with MN02 + Graded Pebbles filter with -MPVF.,PRASID International Company Pvt. Ltd.,MACRO,PO for FRB Vessels Pentair Indian size (24inch x 72inch) and loaded with MN02 + Graded Pebbles filter with -MPVF.,Mechanical,Mechanical,1048640.0,USD,2021,2,3550,RFPO-3550-M4105,Base PO
RFPO-3550-V4356A-1,25 Feb 2021,PO for Ceramic Wall Tile Somany (12 x 18),Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for Ceramic Wall Tile Somany (12 x 18),Various,Various,1188757.74,USD,2021,2,3550,RFPO-3550-V4356A,Base PO
RFPO-3550-V4358A-1,25 Feb 2021,PO for 25*25*3 ANGLE,SANGACHHE TRADE CONCERN,MVL Nepal,PO for 25*25*3 ANGLE,Various,Various,559530.85,USD,2021,2,3550,RFPO-3550-V4358A,Base PO
RFPO-2797-E6803-1,25 Feb 2021,PO for Legrand socket 16A-2p 2 modules with frame and 2 rear doors without back box,GHULLAM ABBAS LASHKARI ELECTRIC SHOP,MACRO,PO for Legrand socket 16A-2p 2 modules with frame and 2 rear doors without back box,Electrical,Electrical,56344.8,USD,2021,2,2797,RFPO-2797-E6803,Base PO
RFPO-3550-V4341A-1,24 Feb 2021,PO for Niagara N Urinal Set,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,PO for Niagara N Urinal Set,Various,Various,375209.6,USD,2021,2,3550,RFPO-3550-V4341A,Base PO
RFPO-2797-E6802-1,24 Feb 2021,"PO for WAC - 601(3 BURNERS, DOUBLE DOOR, GRILLING, FRYER, STEAMING , TOP METAL)",Welcome Industries,MACRO,"PO for WAC - 601(3 BURNERS, DOUBLE DOOR, GRILLING, FRYER, STEAMING , TOP METAL)",Electrical,Electrical,9120.0,USD,2021,2,2797,RFPO-2797-E6802,Base PO
RFPO-3734-V4252A-1,24 Feb 2021,PO for Subgrade Preparation and Asphalt Patch Work,POWERMAN International W.L.L.,MACRO,PO for Subgrade Preparation and Asphalt Patch Work,Various,Various,10989.01,USD,2021,2,3734,RFPO-3734-V4252A,Base PO
RFPO-3734-V4268-1,24 Feb 2021,"PO for ALUMINUM SURFACE, ANODISED, SEISMIC",NEMER METAL INDUSTRIES FACTORY,MVL VENTURES,"PO for ALUMINUM SURFACE, ANODISED, SEISMIC",Various,Various,10989.03,USD,2021,2,3734,RFPO-3734-V4268,Base PO
RFPO-3734-V4267-1,24 Feb 2021,"SUPPLY, DELIVERY AND INSTALLATION OF KINGSPAN TATE ACCESS FLOORS",Gulf Computer Support Systems L.L.C,MACRO,"SUPPLY, DELIVERY AND INSTALLATION OF KINGSPAN TATE ACCESS FLOORS",Various,Various,53274.73,USD,2021,2,3734,RFPO-3734-V4267,Base PO
RFPO-3550-V4353A-1,23 Feb 2021,PO for SUPPLY OF DB-GF1 FOR BLOCK A,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for SUPPLY OF DB-GF1 FOR BLOCK A,Various,Various,1617030.0,USD,2021,2,3550,RFPO-3550-V4353A,Base PO
RFPO-1192-V4310-1,23 Feb 2021,PO for SLAB WITHOUT FACING (SXXX) DENSITY: 160 KG THICKNESS: 50MM SIZE: 1.2 MTR*0.6,FUJAIRAH ROCKWOOL FACTORY,MVL Nepal,PO for SLAB WITHOUT FACING (SXXX) DENSITY: 160 KG THICKNESS: 50MM SIZE: 1.2 MTR*0.6,Various,Various,3191.72,USD,2021,2,1192,RFPO-1192-V4310,Base PO
RFPO-3550-V4355A-1,22 Feb 2021,"PO for Supplying and fixing wall to wall expansion joint for external part of Aluminium (2mm thick) for joint width 150mm, material 6063-T5 grade alumunium, anodised finish with water barrier all comp",VENUS CONSTRUCTION & WATER PROOFING PVT. LTD.,MVL Nepal,"PO for Supplying and fixing wall to wall expansion joint for external part of Aluminium (2mm thick) for joint width 150mm, material 6063-T5 grade alumunium, anodised finish with water barrier all comp",Various,Various,318823.85,USD,2021,2,3550,RFPO-3550-V4355A,Base PO
RFPO-3550-V4352A-1,21 Feb 2021,"PO for Kapilakot/2000 liter stainless steel water tank 304 grade steel with Inlet, outlet, over flow, cleanout hole etc.",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,"PO for Kapilakot/2000 liter stainless steel water tank 304 grade steel with Inlet, outlet, over flow, cleanout hole etc.",Various,Various,1232000.0,USD,2021,2,3550,RFPO-3550-V4352A,Base PO
RFPO-3550-V4351A-1,21 Feb 2021,PO for Kapilakot/ 30 KVA Generator,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for Kapilakot/ 30 KVA Generator,Various,Various,2050000.0,USD,2021,2,3550,RFPO-3550-V4351A,Base PO
RFPO-3550-V4354A-1,21 Feb 2021,PO for 50*50*3mm,SANGACHHE TRADE CONCERN,MVL Nepal,PO for 50*50*3mm,Various,Various,326024.09,USD,2021,2,3550,RFPO-3550-V4354A,Base PO
RFPO-3550-E6809-1,21 Feb 2021,PO for 200 mm. width x 50 mm. depth x 2 mm. thickness with cover,ELECTRIC LIGHT SOLUTION PVT. LTD,MACRO,PO for 200 mm. width x 50 mm. depth x 2 mm. thickness with cover,Electrical,Electrical,459706.6,USD,2021,2,3550,RFPO-3550-E6809,Base PO
RFPO-3550-V4350-1,18 Feb 2021,PO for Power cable Cu Arm (4x10),Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for Power cable Cu Arm (4x10),Various,Various,1778659.55,USD,2021,2,3550,RFPO-3550-V4350,Base PO
RFPO-2797-M4102-1,17 Feb 2021,PO for ADDRESSABLE FIRE ALARM SYSTEM,RCL INTERNATIONAL S.A.L. OFFSHORE,MACRO,PO for ADDRESSABLE FIRE ALARM SYSTEM,Mechanical,Mechanical,51847.0,USD,2021,2,2797,RFPO-2797-M4102,Base PO
RFPO-3550-V4343-1,16 Feb 2021,PO for 200 mm.width x 50 mm. depth x 2 mm.thickness with cover,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for 200 mm.width x 50 mm. depth x 2 mm.thickness with cover,Various,Various,900169.3,USD,2021,2,3550,RFPO-3550-V4343,Base PO
RFPO-3550-V4347-1,16 Feb 2021,PO for 30 KVA SERVO VOLTAGE (AVR),Venus Construction Solutions,MVL Nepal,PO for 30 KVA SERVO VOLTAGE (AVR),Various,Various,4698.8,USD,2021,2,3550,RFPO-3550-V4347,Base PO
RFPO-3550-V4348-1,16 Feb 2021,PO for 160 mm HDPE Pipe/ 6kg/p,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for 160 mm HDPE Pipe/ 6kg/p,Various,Various,1108730.0,USD,2021,2,3550,RFPO-3550-V4348,Base PO
RFPO-3550-V4349-1,16 Feb 2021,PO for 50mm MS.sq.pipe 3mm,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for 50mm MS.sq.pipe 3mm,Various,Various,1965340.725,USD,2021,2,3550,RFPO-3550-V4349,Base PO
RFPO-3550-V4345-1,15 Feb 2021,PO for Sliding Glazing [plaln/froasted glass) window with Froasted glass with Fixed ventilation,GORKHA PRECAST AND WINDOR PVT. LTD.,MVL Nepal,PO for Sliding Glazing [plaln/froasted glass) window with Froasted glass with Fixed ventilation,Various,Various,3400962.19,USD,2021,2,3550,RFPO-3550-V4345,Base PO
RFPO-3550-V4344-1,15 Feb 2021,PO for SUPPLYING OF WATER FILTER SYSTEM 8000 LPH AND WATER FILTER SOFTER SYSTEM 2000 LPH,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for SUPPLYING OF WATER FILTER SYSTEM 8000 LPH AND WATER FILTER SOFTER SYSTEM 2000 LPH,Various,Various,3099000.0,USD,2021,2,3550,RFPO-3550-V4344,Base PO
RFPO-3550-V4346-1,15 Feb 2021,PO for 30 KVA SERVO VOLTAGE,Venus Construction Solutions,MVL Nepal,PO for 30 KVA SERVO VOLTAGE,Various,Various,4698.8,USD,2021,2,3550,RFPO-3550-V4346,Base PO
RFPO-3734-V4266-1,15 Feb 2021,"PO for Stainless Steel (Satin Finish) (Welded  Corner), Floor Mounted Overhead Braced  (Series 400), Stainless Steel Wraparound  Gravity Hinge, Stainless Steel Concealed  Slide Latch and Keeper, Stain",HIGHRISE TRADING AND CONTRACTING W.L.L.,MACRO,"PO for Stainless Steel (Satin Finish) (Welded  Corner), Floor Mounted Overhead Braced  (Series 400), Stainless Steel Wraparound  Gravity Hinge, Stainless Steel Concealed  Slide Latch and Keeper, Stain",Various,Various,27960.99,USD,2021,2,3734,RFPO-3734-V4266,Base PO
RFPO-3550-V4342-1,14 Feb 2021,"PO for Gi Chain Link Wire, Heavy Coated 10SWG. Mesh Size B# 2 inch x 2 inch",R.K. STRUCTURE AND ENGINEERING WORKS,MVL Nepal,"PO for Gi Chain Link Wire, Heavy Coated 10SWG. Mesh Size B# 2 inch x 2 inch",Various,Various,116577.9,USD,2021,2,3550,RFPO-3550-V4342,Base PO
RFPO-2797-V4268-1,14 Feb 2021,PO VARIOUS FURNITURE,Unspecified Supplier,MVL VENTURES,PO VARIOUS FURNITURE,Various,Various,138261.0,USD,2021,2,2797,RFPO-2797-V4268,Base PO
RFPO-3734-A5302-1,14 Feb 2021,PO for ACRYLIC EMULSION PRIMER JOTUN 18LTR,LULU PAINTS CENTER,MACRO,PO for ACRYLIC EMULSION PRIMER JOTUN 18LTR,Architectural,Architectural,26342.03,USD,2021,2,3734,RFPO-3734-A5302,Base PO
RFPO-3734-A5202-1,11 Feb 2021,PO for SUPPLY FOR DOOR SETS AS PER APPROVED SUBMITTAL,STEELTECH FOR TRADING AND CONTRACTING,MACRO,PO for SUPPLY FOR DOOR SETS AS PER APPROVED SUBMITTAL,Architectural,Architectural,88321.7,USD,2021,2,3734,RFPO-3734-A5202,Base PO
RFPO-3550-V4340-1,10 Feb 2021,"PO for Supply testing and commisioning of solar pv Modules of capacity 270 Wp RETS Approved with all necessary connection cables and accessories as per specification, drawings and instruction of the C",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,"PO for Supply testing and commisioning of solar pv Modules of capacity 270 Wp RETS Approved with all necessary connection cables and accessories as per specification, drawings and instruction of the C",Various,Various,3420076.5,USD,2021,2,3550,RFPO-3550-V4340,Base PO
RFPO-3550-V4341-1,10 Feb 2021,PO for Ace Orissa Pan,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,PO for Ace Orissa Pan,Various,Various,334371.4,USD,2021,2,3550,RFPO-3550-V4341,Base PO
RFPO-3550-V4339-1,08 Feb 2021,PO for Cable Tray Works (200 mm. width x 50 mm. depth x 2 mm. thickness with cover),ELECTRIC LIGHT SOLUTION PVT. LTD,MVL Nepal,PO for Cable Tray Works (200 mm. width x 50 mm. depth x 2 mm. thickness with cover),Various,Various,297472.5,USD,2021,2,3550,RFPO-3550-V4339,Base PO
Fresh PO-304,07 Feb 2021,LIGHTING FIXTURES,AL BAYAN FOR ELECTRONICS & LED TECHNOLOGIES,Unknown,LIGHTING FIXTURES,Various,Various,69492.24,USD,2021,2,304,Fresh PO-304,Base PO
RFPO-3550-E6808-1,04 Feb 2021,PO for 8 LINE INPUT AND 24 LINE OUTPUT PABX TELEPHONE EXCHANGE SYSTEM. NEC SL2100,ALERT TECHNOLOGY PVT LTD,MACRO,PO for 8 LINE INPUT AND 24 LINE OUTPUT PABX TELEPHONE EXCHANGE SYSTEM. NEC SL2100,Electrical,Electrical,184275.0,USD,2021,2,3550,RFPO-3550-E6808,Base PO
RFPO-3734-A5201-1,04 Feb 2021,PO for Supply and Install the following materials w/ all hardware and fittings:,Techtradedoors Trading L.L.C,MACRO,PO for Supply and Install the following materials w/ all hardware and fittings:,Architectural,Architectural,11385.16,USD,2021,2,3734,RFPO-3734-A5201,Base PO
RFPO-3550-A5301-1,04 Feb 2021,PO for INTERIOR PRIMER ON INTERNAL WALLS (DECO CEMENT PRIMER WATER BASED-DCPM,SAMITA ENTERPRISES,MACRO,PO for INTERIOR PRIMER ON INTERNAL WALLS (DECO CEMENT PRIMER WATER BASED-DCPM,Architectural,Architectural,94050.0,USD,2021,2,3550,RFPO-3550-A5301,Base PO
RFPO-3734-V4264-1,03 Feb 2021,DRY MIX PLASTER,QATAR PLASTER FACTORY LLC,MACRO,DRY MIX PLASTER,Various,Various,15346.15,USD,2021,2,3734,RFPO-3734-V4264,Base PO
RFPO-3550-V4338-1,02 Feb 2021,PO for RHEOTOP SPL,Venus Construction Solutions,MVL Nepal,PO for RHEOTOP SPL,Various,Various,3704.82,USD,2021,2,3550,RFPO-3550-V4338,Base PO
RFPO-3550-V4335-1,02 Feb 2021,PO for WALL PUTTY FOR KAPILAKOT SITE,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for WALL PUTTY FOR KAPILAKOT SITE,Various,Various,608000.0,USD,2021,2,3550,RFPO-3550-V4335,Base PO
RFPO-3550-V4336-1,02 Feb 2021,"PO for Wall Mounted Air Conditioner (1 Ton) Cooling Capacity : 3.6 KW Heating Capacity : 3.7 KW Power Supply: AC le, 22OV-240V /50HZ",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,"PO for Wall Mounted Air Conditioner (1 Ton) Cooling Capacity : 3.6 KW Heating Capacity : 3.7 KW Power Supply: AC le, 22OV-240V /50HZ",Various,Various,1740000.0,USD,2021,2,3550,RFPO-3550-V4336,Base PO
RFPO-1192-V4309-1,01 Feb 2021,PO for SLAB WITHOUT FACING (SXXX),FUJAIRAH ROCKWOOL FACTORY,MVL Nepal,PO for SLAB WITHOUT FACING (SXXX),Various,Various,1276.3,USD,2021,2,1192,RFPO-1192-V4309,Base PO
RFPO-3550-V4334-1,01 Feb 2021,"PO for Supply, delivery of 50 kVA distribution transformer ONAN type, Dynll with complete accessories as per specification and drawing all complete",Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,"PO for Supply, delivery of 50 kVA distribution transformer ONAN type, Dynll with complete accessories as per specification and drawing all complete",Various,Various,1000000.0,USD,2021,2,3550,RFPO-3550-V4334,Base PO
RFPO-3734-V4263-1,31 Jan 2021,PO for SUPPLY AND APPLY OF ROOF WATERPROOFING SYSTEM,SALEM BIN HASSAN AL-ANSARI CO.,MACRO,PO for SUPPLY AND APPLY OF ROOF WATERPROOFING SYSTEM,Various,Various,47802.2,USD,2021,1,3734,RFPO-3734-V4263,Base PO
RFPO-3734-V4262-1,31 Jan 2021,PO for CleanlineXL 5 inch x 8 feet Black DuraFlex with  3 Stakes per Piece. SKU: 13353,Permaloc Corporation,MACRO,PO for CleanlineXL 5 inch x 8 feet Black DuraFlex with  3 Stakes per Piece. SKU: 13353,Various,Various,9473.0,USD,2021,1,3734,RFPO-3734-V4262,Base PO
RFPO-3550-V4333-1,31 Jan 2021,PO for CEMENT OPC HONGSHI,Rastra Bhusan Construction and Suppliers Pvt Ltd,MVL Nepal,PO for CEMENT OPC HONGSHI,Various,Various,836400.0,USD,2021,1,3550,RFPO-3550-V4333,Base PO
RFPO-3550-V4332-1,31 Jan 2021,PO for FLOOR EXPANSION JOINT(FGM-75),"SU ZHOU JOINT ENGINEERING MATERIALS CO.,LTD",MVL Nepal,PO for FLOOR EXPANSION JOINT(FGM-75),Various,Various,12615.65,USD,2021,1,3550,RFPO-3550-V4332,Base PO
RFPO-3550-V4330-1,31 Jan 2021,PO for FAIRFACE BRICK ( GORKHA CHINESES BRICKS),Gorkha Eco Red Bricks Pvt. Ltd.,MVL Nepal,PO for FAIRFACE BRICK ( GORKHA CHINESES BRICKS),Various,Various,765000.0,USD,2021,1,3550,RFPO-3550-V4330,Base PO
RFPO-3550-V4329-1,28 Jan 2021,PO for AQUAFIN 2KMLM,BABA MUKTINATH FABRICATORS PVT. LTD.,MVL Nepal,PO for AQUAFIN 2KMLM,Various,Various,508500.0,USD,2021,1,3550,RFPO-3550-V4329,Base PO
RFPO-3550-V4328-1,27 Jan 2021,"PO for 360 lit. capacity consisting of 30 numbers of tube solar heater confirming of ISO 9001- 2000, fixing with electric booster all complete.",HK TRADERS PVT. LTD.,MVL Nepal,"PO for 360 lit. capacity consisting of 30 numbers of tube solar heater confirming of ISO 9001- 2000, fixing with electric booster all complete.",Various,Various,78000.0,USD,2021,1,3550,RFPO-3550-V4328,Base PO
RFPO-3734-V4261-1,27 Jan 2021,PO for TERRAM GC 1E1 - 2X 50 MTR,Tadmur Trading W.L.L.,MACRO,PO for TERRAM GC 1E1 - 2X 50 MTR,Various,Various,14432.69,USD,2021,1,3734,RFPO-3734-V4261,Base PO
PO-1005-M7039-2,26 Jan 2021,APPROVED PTAC,YORK INTERNATIONAL (SA) INC,MACRO,APPROVED PTAC,Mechanical,Mechanical,83021.47,USD,2021,1,1005,PO-1005-M7039,Change Order
RFPO-3550-M4104-1,26 Jan 2021,"PO for Supply  and  installation  of   Air  Conditioning  Units  with necessary  installation  of  copper  pipes,  gas,  drainage pipes including laying, cutting, jointing, making holes on walls s or",C.G. IMPEX PVT. LTD.,MACRO,"PO for Supply  and  installation  of   Air  Conditioning  Units  with necessary  installation  of  copper  pipes,  gas,  drainage pipes including laying, cutting, jointing, making holes on walls s or",Mechanical,Mechanical,598470.6,USD,2021,1,3550,RFPO-3550-M4104,Base PO
RFPO-3550-V4326-1,25 Jan 2021,PO for Cerona Grey-lt (Ceramic) Kassar,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,PO for Cerona Grey-lt (Ceramic) Kassar,Various,Various,323742.0,USD,2021,1,3550,RFPO-3550-V4326,Base PO
RFPO-3550-V4327-1,25 Jan 2021,PO for RAJASTHANI GRANITE CHINA PINK THICKNESS 18 MM,BATH N ROOM TRADE CONCERN PVT LTD,MVL Nepal,PO for RAJASTHANI GRANITE CHINA PINK THICKNESS 18 MM,Various,Various,120876.0,USD,2021,1,3550,RFPO-3550-V4327,Base PO
RFPO-3550-V4325-1,20 Jan 2021,PO for BRICK BAT (SASHI BRICK),SASHI ITTA UDHYOG,MVL Nepal,PO for BRICK BAT (SASHI BRICK),Various,Various,259940.0,USD,2021,1,3550,RFPO-3550-V4325,Base PO
RFPO-3550-V4324-1,20 Jan 2021,PO for Aquafina IC,BABA MUKTINATH FABRICATORS PVT. LTD.,MVL Nepal,PO for Aquafina IC,Various,Various,281935.0,USD,2021,1,3550,RFPO-3550-V4324,Base PO
RFPO-3550-V4323-1,19 Jan 2021,PO for Crompton Ceiling Fan1200 mm 3 blade ceiling fan w/o Regulator,Venus Construction Solutions,MVL Nepal,PO for Crompton Ceiling Fan1200 mm 3 blade ceiling fan w/o Regulator,Various,Various,1072.89,USD,2021,1,3550,RFPO-3550-V4323,Base PO
RFPO-3550-V4322-1,18 Jan 2021,PO for Supply of 2mm thick plain white Putty on internal walls external walls ceiling surfaces false ceilings and cement board partition walls with proper finishing work all complete as per drawing sp,Jaya Om Shrimali Enterprises,MVL Nepal,PO for Supply of 2mm thick plain white Putty on internal walls external walls ceiling surfaces false ceilings and cement board partition walls with proper finishing work all complete as per drawing sp,Various,Various,357607.57,USD,2021,1,3550,RFPO-3550-V4322,Base PO
RFPO-3550-E6807-1,18 Jan 2021,PO for AUTOMATIC SERVO CONTROLLED AC 30KVA SERVO VOLTAGE STABILIZER THREE PHASE,SIMONES NEPAL PVT. LTD.,MACRO,PO for AUTOMATIC SERVO CONTROLLED AC 30KVA SERVO VOLTAGE STABILIZER THREE PHASE,Electrical,Electrical,450870.0,USD,2021,1,3550,RFPO-3550-E6807,Base PO
RFPO-3550-V4321-1,14 Jan 2021,PO for SINGLE TEE WITH DOOR 110MM SOLVENT-FIT,Mangalam Universal P. Ltd,MVL Nepal,PO for SINGLE TEE WITH DOOR 110MM SOLVENT-FIT,Various,Various,49428.41,USD,2021,1,3550,RFPO-3550-V4321,Base PO
RFPO-3550-V4316-1,12 Jan 2021,PO for 2000 LTR SS TANK 304 FOOD GRADE VERTICAL,Panchakanya S S (P) Ltd.,MVL Nepal,PO for 2000 LTR SS TANK 304 FOOD GRADE VERTICAL,Various,Various,167919.47,USD,2021,1,3550,RFPO-3550-V4316,Base PO
RFPO-3550-V4314-1,12 Jan 2021,PO for CORAL SURFACE ( R ) 94054090 12W LED down lighter,Venus Construction Solutions,MVL Nepal,PO for CORAL SURFACE ( R ) 94054090 12W LED down lighter,Various,Various,10246.14,USD,2021,1,3550,RFPO-3550-V4314,Base PO
RFPO-3550-V4305-1,12 Jan 2021,PO for LABORATORY EQUIPMENT,Venus Construction Solutions,FIRESTOP,PO for LABORATORY EQUIPMENT,Various,Various,7481.84,USD,2021,1,3550,RFPO-3550-V4305,Base PO
Fresh PO-302,11 Jan 2021,YORK AIR CONDITIONING UNITS,YORK INTERNATIONAL (SA) INC,Unknown,YORK AIR CONDITIONING UNITS,Various,Various,81010.0,USD,2021,1,302,Fresh PO-302,Base PO
Fresh PO-303,11 Jan 2021,Spares For York Air Conditioning Units,YORK INTERNATIONAL (SA) INC,Unknown,Spares For York Air Conditioning Units,Various,Various,4344.81,USD,2021,1,303,Fresh PO-303,Base PO
RFPO-3550-V4319-1,11 Jan 2021,PO for Multi-strand Wire 1.5 mm2 (Green),PRIME CABLE INDUSTRIES (P.) LTD.,MVL Nepal,PO for Multi-strand Wire 1.5 mm2 (Green),Various,Various,707557.41,USD,2021,1,3550,RFPO-3550-V4319,Base PO
RFPO-3550-V4318-1,11 Jan 2021,PO for Mobilization and  De-Mobilization of Drilling machinesat site,LUCENT DROP NEPAL,MVL Nepal,PO for Mobilization and  De-Mobilization of Drilling machinesat site,Various,Various,904000.0,USD,2021,1,3550,RFPO-3550-V4318,Base PO
RFPO-3550-E6805-1,10 Jan 2021,"PO for Supply of Lightning Air Terminal (Make: LPI, Australia)",B. & B. INC.,MACRO,"PO for Supply of Lightning Air Terminal (Make: LPI, Australia)",Electrical,Electrical,468947.5,USD,2021,1,3550,RFPO-3550-E6805,Base PO
