RowNo,PONumber,PODate,POName,Supplier,Entity,EntityCode,Project,Material,OriginalValue,Currency,ValueUSD,POSpendUSD,POType,Year,Month,YearMonth,UsedInTab
1233,RFPO-5193-A5206-1,18 Jul 2024,PO for ALUMINIUM SERIES FIXED WINDOW - INTERIOR - W (MM) 1108 H (MM) 1108,Al Kuhaimi Metal Industries Ltd.,MACRO,A5206,"KSA-126 W912ER21C0014 Khamis Simulator Facility, Kingdom Of Saudi Arabia",Electrical,10215.0,SAR,2724.34,2724.34,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1234,RFPO-5532-P4800-1,17 Jul 2024,PO for MVL Bromgrove Dri-Fit Polo Shirts ,Orient Uniforms (FZE),MVL USA JV LLC,P4800,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,2800.0,AED,762.44,762.44,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1235,RFPO-1005-V7143-3,16 Jul 2024,PO for TYPE WB1 BRAND VIDMAR COO USA WARRANTY 12,United Solution FZE,MICRON,V7143,SUPPLY OF FRP PIPES,Fit Out Project,78500.0,USD,78500.0,78500.0,Change Order,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1236,RFPO-6542-V40002-1,16 Jul 2024,PO for Interior Light Fitting (D3 Type - 90CRI - for Bldg B111),Kelly & Hayes Electrical Industrial & Plumbing Supplies,Yamauchi Gumi,V40002,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,187.5,USD,187.5,187.5,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1237,RFPO-1005-V7188-1,15 Jul 2024,PO for Air Purifier and Humidifier,SHARP MIDDLE EAST FZE,MICRON,V7188,SUPPLY OF FRP PIPES,Fit Out Project,53286.0,USD,53286.0,53286.0,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1238,RFPO-6542-V40004-1,15 Jul 2024,PO for Transformers,Kelly & Hayes Electrical Industrial & Plumbing Supplies,Yamauchi Gumi,V40004,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,3800.0,USD,3800.0,3800.0,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1239,RFPO-6646-V40001-1,11 Jul 2024,PO for Building 2747  VRS325765,HEELY-BROWN COMPANY,"MVL USA, INC",V40001,ORD-6646 USA-155.01 W912HN23F3014 FF-23013-3J Replace Various Main Post Roofs,Rental,34848.94,USD,34848.94,34848.94,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1240,RFPO-6168-V40063-1,11 Jul 2024,PO for Door Locks,LOCKMASTERS INCORPORATED,MVL USA JV LLC,V40063,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,2150.2,USD,2150.2,2150.2,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1241,RFPO-6168-V40023A-1,11 Jul 2024,PO for Hardware items for Steel Doors & Frames,FRANCE METAL GULF,MVL USA JV LLC,V40023A,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,16338.6,USD,16338.6,16338.6,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1242,RFPO-1569-O70-1,10 Jul 2024,PO for RiB Candy iTwo Subscription Fee for 6 months/ haly year billing,RivYv Technologies,MACRO,O70,OFFICE 1803 FURNITURES,Misc.,12510.0,AED,3406.47,3406.47,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1243,RFPO-6705-V40005-1,10 Jul 2024,NEW UNIT SUBSTATION & PRIMARY SELECTIVE SWITCHES,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,V40005,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,296960.0,USD,296960.0,296960.0,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1244,RFPO-6544-V40009-1,10 Jul 2024,PO for Adhesive for Window Sill,Leeds Services Co. Pte Ltd.,MVL USA JV LLC,V40009,BIOT-121.49 X016 N4008423F4678 QC2025 REPAIRS TO FACILITY 824,Building Materials,1800.0,USD,1800.0,1800.0,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1245,RFPO-6424-V40001-1,10 Jul 2024,PO for Joint sealant,"White Cap Supply Holdings, LLC",MVL USA JV LLC,V40001,"BIOT-121.46 X046 EPROJECT 1641181, QF9010 &amp;ndash; REPAIR TAXIWAY LIGHTING SYSTEM AFL, F-200051, NSF, DG",Electrical,627.75,USD,627.75,627.75,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1246,RFPO-6544-V40010-1,10 Jul 2024,PO for Consumables for Window Sill,TITANIUM BUILDING AND CONSTRUCTION MATERIALS TRAADING,MVL USA JV LLC,V40010,BIOT-121.49 X016 N4008423F4678 QC2025 REPAIRS TO FACILITY 824,Building Materials,1008.5,AED,274.61,274.61,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1247,RFPO-5532-M4020-1,09 Jul 2024,PO for Drum handler SDLC1 for HELI forklift CPCD85,Evangel International Machinery Ltd.,MVL USA JV LLC,M4020,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,350.0,USD,350.0,350.0,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1248,RFPO-6705-P4800-1,09 Jul 2024,PO forMVL - KWAJALEIN Black & White Dri-Fit Polo,Orient Uniforms (FZE),MACRO,P4800,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,840.0,AED,228.73,228.73,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1249,RFPO-1569-V4419-1,08 Jul 2024,PO for SHARP MX61FT CYAN TONER CART,Printek  SUPPLIES L.L.C,MACRO,V4419,OFFICE 1803 FURNITURES,Misc.,1050.0,AED,285.91,285.91,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1250,RFPO-5695-V40011-1,08 Jul 2024,PO for Tie Rod Accessories,Technofab Steel Fabrication & Welding LLC,MVL USA JV LLC,V40011,"BIOT-121.16 N4008422F4476 QC1018 REPAIR BOLLARDS, POL PIER",Building Materials,16470.0,AED,4484.78,4484.78,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1251,RFPO-6069-V40002B-1,08 Jul 2024,PO for Acoustical Ceilings,BMET Building Materials Trading LLC,MVL USA JV LLC,V40002B,"BIOT-121.19 N4008423F4078 INSTL FIRE PROTECTION/SPRINKLER SYS, SPP, WO 13392",Building Materials,3218.944,AED,876.52,876.52,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1252,RFPO-6168-V40017B-1,08 Jul 2024,PO for Steel Doors & Frames,France Metal,MVL USA JV LLC,V40017B,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,28168.61,USD,28168.61,28168.61,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1253,RFPO-6168-V40061-1,02 Jul 2024,PO for Light Fittings,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MVL USA JV LLC,V40061,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,14349.0,USD,14349.0,14349.0,Base PO,2024,7,2024-07,GSA (Global Spend Analysis) + M&D (as PO)
1254,RFPO-5532-M4019-1,26 Jun 2024,PO for EVANGEL 4ton 14m Telescopic Telehandler TH1440,Evangel International Machinery Ltd.,MVL USA JV LLC,M4019,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,77596.0,USD,77596.0,77596.0,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1255,RFPO-5829-V40007A-1,26 Jun 2024,"PO for UPVC PIPE 6 inch NEMA TC-2 EPC-40 x 6 Mts, S/S",Power Plastic Factory LLC,MACRO,V40007A,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,769068.0,AED,209417.22,209417.22,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1256,RFPO-6168-V40060-1,25 Jun 2024,PO for Plumbing Fixtures,Blue Line Trading Group LLC,MVL USA JV LLC,V40060,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,3048.7,USD,3048.7,3048.7,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1257,RFPO-6542-V40001-1,25 Jun 2024,PO for Exhaust Fans,"RNK  International, Inc.",Yamauchi Gumi,V40001,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,43206.0,USD,43206.0,43206.0,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1258,RFPO-5532-M4018-1,24 Jun 2024,PO for HELI CPCD85 SPARE PARTS,Evangel International Machinery Ltd.,MVL USA JV LLC,M4018,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,3118.6,USD,3118.6,3118.6,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1259,RFPO-6542-V40000-1,24 Jun 2024,PO for Toilet Accessories,Blue Line Trading Group LLC,Yamauchi Gumi,V40000,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,3281.14,USD,3281.14,3281.14,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1260,RFPO-6542-E6800-1,24 Jun 2024,PO for AO Smith Water Heater.,TIC LIGHT ELECTRICAL CORP,Yamauchi Gumi,E6800,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,8322.75,USD,8322.75,8322.75,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1261,RFPO-6645-V40001A-1,21 Jun 2024,PO for Building 2784 . Versico 1/2  Secure Shield HD 4x8,HEELY-BROWN COMPANY,"MVL USA, INC",V40001A,"ORD-6645-USA-155.02 W912HN23F3016 FF-23014-3J Replace Roofs Bldgs. 2408,2785,2818 &amp; 2873",Services,321383.3646,USD,321383.36,321383.36,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1262,RFPO-6645-V40000A-1,21 Jun 2024,PO for Building 2747. Versico 1/2 inch Secure Shield HD 4x8,HEELY-BROWN COMPANY,"MVL USA, INC",V40000A,"ORD-6645-USA-155.02 W912HN23F3016 FF-23014-3J Replace Roofs Bldgs. 2408,2785,2818 &amp; 2873",Services,156499.9764,USD,156499.98,156499.98,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1263,RFPO-6646-V40000A-1,21 Jun 2024,PO for Building 2873                                 Versico 1/2 inch Secure Shield HD 4x8,HEELY-BROWN COMPANY,"MVL USA, INC",V40000A,ORD-6646 USA-155.01 W912HN23F3014 FF-23013-3J Replace Various Main Post Roofs,Rental,38461.5111,USD,38461.51,38461.51,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1264,RFPO-6168-E6805-1,20 Jun 2024,PO for Additional Wires,TIC LIGHT ELECTRICAL CORP,MVL USA JV LLC,E6805,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,14506.5,USD,14506.5,14506.5,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1265,RFPO-5532-V40030-1,19 Jun 2024,PO for Testing Equipments,Humboldt Mfg Co,MVL USA JV LLC,V40030,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,97313.69,USD,97313.69,97313.69,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1266,RFPO-5622-V40003-1,14 Jun 2024,PO for Flexible Loop Sealant,Dateline Exports Inc.,MVL USA JV LLC,V40003,ORD-5622 BIOT-121.05 N4008422F4312 REPAIR RUNWAY EDGE LIGHTING SYSTEM,Building Materials,7281.83,USD,7281.83,7281.83,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1267,RFPO-4814-A5211-1,13 Jun 2024,PO for Replacement for the photo eye sensor – UL325 Photo Eye Sensor,Techtradedoors Trading L.L.C,MACRO,A5211,QTR 193 - W912ER20R0029 - USACE AEC TRANS REGIONAL LOGISTICS COMPLEX (TLC),Mechanical Items,2500.0,QAR,686.75,686.75,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1268,RFPO-6705-E6800-1,11 Jun 2024,Supply of Medium Voltage Cables ,EMSI Inc.,MACRO,E6800,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,25400.0,USD,25400.0,25400.0,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1269,RFPO-1005-V7183-1,11 Jun 2024,PO for Megaphone,"NINGBO UMA ELECTRONIC TECHNOLOGY CO., LTD",MICRON,V7183,SUPPLY OF FRP PIPES,Fit Out Project,14790.0,USD,14790.0,14790.0,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1270,RFPO-4814-V40012-1,11 Jun 2024,PO for OEF-P-010V-MV - Highbay Sensor,Supreme Technologies,MACRO,V40012,QTR 193 - W912ER20R0029 - USACE AEC TRANS REGIONAL LOGISTICS COMPLEX (TLC),Mechanical Items,14280.0,QAR,3922.72,3922.72,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1271,RFPO-4814-V40013-1,11 Jun 2024,PO for Analog HZ-WP01A,"HK PREFERREDCO.,LIMITED",MACRO,V40013,QTR 193 - W912ER20R0029 - USACE AEC TRANS REGIONAL LOGISTICS COMPLEX (TLC),Mechanical Items,310.0,USD,310.0,310.0,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1272,RFPO-6168-V40059-1,10 Jun 2024,"PO for Witnessing the Performance test , FAT & TPI of the Package AC Unit.",TUV SUD MIDDLE EAST LLC,MVL USA JV LLC,V40059,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,1200.0,AED,326.76,326.76,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1273,RFPO-6168-V40058-1,07 Jun 2024,PO for SS canopy (Ready to Install),Rukin Al Basmah Metalic Cont. Ind. LLC,MVL USA JV LLC,V40058,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,67000.0,AED,18244.1,18244.1,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1274,RFPO-5581-V40011-1,05 Jun 2024,PO for Wear Pads for Metallic Pipes,Precision Metal Industries FZC,MVL USA JV LLC,V40011,"BIOT-121.02 N4008421R0001-X004, EProject 1701534 REPLACE FSS FIRE PROTECTION FOAM SYSTEM FROM F-410 TO TANK 1-11 Material 	Building Materials",Building Materials,67391.52,AED,18350.71,18350.71,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1275,RFPO-5829-A5101-1,04 Jun 2024,PO for F 4600 BAC 2,ALMI INTERNATIONAL F.Z.E,MACRO,A5101,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,87398.0,AED,23798.48,23798.48,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1276,RFPO-5153-C6055-1,04 Jun 2024,PO for PAB VPL 50RS UV STABLE DRUM,GCP ITALIANA S.P.A.,MVL Italy,C6055,"ITA-121 N6247021C0003 P-759 Family Housing New Construction Villaggio  And Camp Ederle North Vicenza, Italy",Misc.,173750.94,EURO,173750.94,173750.94,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1277,RFPO-6168-E6804A-1,03 Jun 2024,PO for Electrical Wires & Cables,TIC LIGHT ELECTRICAL CORP,MVL USA JV LLC,E6804A,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,13839.8,USD,13839.8,13839.8,Base PO,2024,6,2024-06,GSA (Global Spend Analysis) + M&D (as PO)
1278,RFPO-6646-S9100-1,30 May 2024,PO for Building 2408,"Carswell Brothers Services, INC.","MVL USA, INC",S9100,ORD-6646 USA-155.01 W912HN23F3014 FF-23013-3J Replace Various Main Post Roofs,Rental,17590.0,USD,17590.0,17590.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1279,RFPO-5532-M4016-1,29 May 2024,PO for Dongfeng 190 HP truck mounted XCMG 6.3-ton crane - Propeller Shaft Center Bearing (Part No. 2202N74-083-A),Evangel International Machinery Ltd.,MVL USA JV LLC,M4016,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,290.0,USD,290.0,290.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1280,RFPO-5829-V40014-1,29 May 2024,PO for ZN415-3NL-6S,MAJID BUKATARA BLDG. MATL TRDG LLC,MACRO,V40014,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,75524.2,AED,20565.24,20565.24,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1281,RFPO-5532-M4017-1,29 May 2024,PO for Maxus  V80  Sliding Door and Accessories,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4017,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,312.96,USD,312.96,312.96,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1282,RFPO-6645-S9104-1,29 May 2024,PO for Building 2408,"Booth Plumbing Company, Inc.","MVL USA, INC",S9104,"ORD-6645-USA-155.02 W912HN23F3016 FF-23014-3J Replace Roofs Bldgs. 2408,2785,2818 &amp; 2873",Services,144185.0,USD,144185.0,144185.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1283,RFPO-5829-V40015-1,29 May 2024,PO for KARAM PN 652QR RESCUE KIT (AS PER ATTACHED QUOTATION),RIG STORE FOR GENERAL TRADING L.L.C.,MACRO,V40015,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,3500.0,AED,953.05,953.05,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1284,RFPO-1005-E7098-1,29 May 2024,PO for Testing & Commissiong of UPS System,International Business Resources Co.,MICRON,E7098,SUPPLY OF FRP PIPES,Fit Out Project,32000.0,SAR,8534.4,8534.4,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1285,RFPO-1569-O69-1,28 May 2024,PO for Beyond Trust Implementation and Support,RivYv Technologies,MACRO,O69,OFFICE 1803 FURNITURES,Misc.,3500.0,AED,953.05,953.05,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1286,RFPO-6408-E6800-1,28 May 2024,PO for Thermostat Cables,TIC LIGHT ELECTRICAL CORP,MACRO,E6800,"BIOT-121.41 N4008423F4520 REPLACE SPLIT-TYPE A/C UNITS, UPH 2, DIEGO GARCIA, BIOT",Building Materials,1525.21,USD,1525.21,1525.21,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1287,RFPO-6069-T1000-1,28 May 2024,PO for Threading Machine & Accessories,Ali Asger & Brothers LLC,MVL USA JV LLC,T1000,"BIOT-121.19 N4008423F4078 INSTL FIRE PROTECTION/SPRINKLER SYS, SPP, WO 13392",Building Materials,56865.0,AED,15484.34,15484.34,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1288,RFPO-1005-E7095-1,27 May 2024,PO for UPS Balance Spares,International Business Resources Co.,MICRON,E7095,SUPPLY OF FRP PIPES,Fit Out Project,3272.5,SAR,872.78,872.78,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1289,RFPO-5657-V40015-1,27 May 2024,PO for Mortar & Grout,"White Cap Supply Holdings, LLC",MVL USA JV LLC,V40015,"ORD-5657 BIOT-121.17 N4008422F4422 X017 1638204, QF9006 - REPAIRS TO SEWAGE LIFT STATIONS",Building Materials,2855.66,USD,2855.66,2855.66,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1290,RFPO-4814-A5210-1,23 May 2024,PO for Supply of Blast Proof Glass (Door No 128B),Lakshmi Metal Tech LLC,MACRO,A5210,QTR 193 - W912ER20R0029 - USACE AEC TRANS REGIONAL LOGISTICS COMPLEX (TLC),Mechanical Items,13850.0,AED,3771.36,3771.36,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1291,RFPO-6168-M4000-1,23 May 2024,PO for MODEL : THERMIC 5H with accessories,Cleantech Gulf FZCO,MVL USA JV LLC,M4000,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,13160.0,AED,3583.47,3583.47,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1292,RFPO-5532-V4367-1,22 May 2024,PO for HDPE Portable Toilet 1.15mX1.15mX2.3m,FOSHAN SOEASY MODULAR HOUSING CO LTD,MVL USA JV LLC,V4367,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,11888.0,USD,11888.0,11888.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1293,RFPO-1569-O68-1,22 May 2024,PO for Cabling Work - With Accessories,Kyoto Technologies,MACRO,O68,OFFICE 1803 FURNITURES,Misc.,1498.0,AED,407.91,407.91,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1294,RFPO-5213-A5203-1,22 May 2024,PO for RECTIFICATION/REPAIR OF OVERHEAD COILING DOOR INAL KHARJ-KSA,IDT INTERNATIONAL DOOR TRADING,MACRO,A5203,KSA-127 W912ER21C0015  Al Kharj Warehouse,Subcontract,1500.0,SAR,400.05,400.05,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1295,RFPO-4814-A5209-1,22 May 2024,PO for Fire Rated Wooden Door Order,Vulcan Industries LLC,MACRO,A5209,QTR 193 - W912ER20R0029 - USACE AEC TRANS REGIONAL LOGISTICS COMPLEX (TLC),Mechanical Items,5650.0,AED,1538.49,1538.49,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1296,RFPO-6705-M4005-1,22 May 2024,PO for 50 UNITS OF BUNK BED AS PER APPROVED DRAWING,"Henan XunHu Equipment Co., Ltd",MACRO,M4005,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,4150.0,USD,4150.0,4150.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1297,RFPO-5829-A5351-1,21 May 2024,PO for B-715E 230V,Publika Building & Construction Materials Trading L.L.C,MACRO,A5351,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,89204.0,AED,24290.25,24290.25,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1298,RFPO-5532-V4365-1,20 May 2024,PO for exp16@twothousand.com,"TWOTHOUSAND MACHINERY CO., LTD",MVL USA JV LLC,V4365,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1766.0,USD,1766.0,1766.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1299,RFPO-6705-V40000B-1,20 May 2024,PO for MVS 5/15 kV Lineups,Benfield Electric International Ltd.,MACRO,V40000B,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,227872.95,USD,227872.95,227872.95,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1300,RFPO-5683-V40018-1,17 May 2024,PO for Touch up Paint (for doors & windows),Leeds Services Co. Pte Ltd.,MVL USA JV LLC,V40018,"ORD-5683 BIOT-121.10 N4008422F4478 / N4008421R0079 X010 CONSTRUCT STORAGE ROOM &amp; RENOVATE BREAKROOMS, F-937 &amp; F-938",Building Materials,424.0,USD,424.0,424.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1301,RFPO-5657-V40013-1,17 May 2024,PO for Conduit Fitting,Benfield Electric International Ltd.,MVL USA JV LLC,V40013,"ORD-5657 BIOT-121.17 N4008422F4422 X017 1638204, QF9006 - REPAIRS TO SEWAGE LIFT STATIONS",Building Materials,3006.0,USD,3006.0,3006.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1302,RFPO-6705-V40004-1,16 May 2024,PO for Reheat Coil RH1 & RH2,"Scott & From Co., Inc.",MACRO,V40004,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,2532.0,USD,2532.0,2532.0,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1303,RFPO-1005-V7143-2,14 May 2024,PO for TYPE WB1 BRAND VIDMAR COO USA WARRANTY 12,United Solution FZE,MICRON,V7143,SUPPLY OF FRP PIPES,Fit Out Project,81500.0,USD,81500.0,81500.0,Change Order,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1304,RFPO-1005-E7091-4,13 May 2024,PO for POWER SUPPLY,International Business Resources Co.,MICRON,E7091,SUPPLY OF FRP PIPES,Fit Out Project,6690.0,SAR,1784.22,1784.22,Change Order,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1305,RFPO-6544-V40008-1,13 May 2024,PO for Mechanical Support Materials for Window AC,"Scott & From Co., Inc.",MVL USA JV LLC,V40008,BIOT-121.49 X016 N4008423F4678 QC2025 REPAIRS TO FACILITY 824,Building Materials,3953.25,USD,3953.25,3953.25,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1306,RFPO-1569-O67-1,13 May 2024,PO for NISTCMMC Project implementation - 2024 - MVL NIST SP 800 171 advisory services,DNV BUSINESS ASSURANCE Group AS Dubai Branch,MACRO,O67,OFFICE 1803 FURNITURES,Misc.,54000.0,AED,14704.2,14704.2,Base PO,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1307,RFPO-5532-M4015-2,10 May 2024,PO for DIEGO GARCIA - Great wall Wingle7 (Pick-up) -Parts for Preventive Maintenance,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,M4015,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,735.48,USD,735.48,735.48,Change Order,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
1308,RFPO-1005-E7091-3,09 May 2024,PO for POWER SUPPLY,International Business Resources Co.,MICRON,E7091,SUPPLY OF FRP PIPES,Fit Out Project,8292.0,SAR,2211.48,2211.48,Change Order,2024,5,2024-05,GSA (Global Spend Analysis) + M&D (as PO)
